product,md_one,md_two,md_three,md_four,md_five,new_srp
D1637-8,0,0,0,0,,0
D16378-6,1000,0,0,0,,0
D16379-8,2000,0,0,0,,0
D16380-8,2000,0,0,0,,0
D1638-10,2500,0,0,0,,0
D16381-8,2000,0,0,0,,0
D16382-8,2000,0,0,0,,0
D16383-8,2000,0,0,0,,0
D16384-8,2500,2000,0,0,,0
D16385-6,1500,1000,0,0,,0
D16386-6,1500,1000,0,0,,0
D16387-6,1000,0,0,0,,0
D1638-8,0,0,0,0,,0
D16388-6,1000,0,0,0,,0
D16389-6,1000,0,0,0,,0
D16390-6,0,0,0,0,,0
D1639-10,2500,0,0,0,,0
D16391-6,0,0,0,0,,0
D16392-13,0,0,0,0,,14999.75
D16393-17,0,0,0,0,,19999.75
D16396-18,12000,0,0,0,,0
D16397-13,7497.5,7497.5,0,0,,14999.75
D1639-8,2000,0,0,0,,0
D16398-13,9997.5,9997.5,0,0,,19999.75
D16399-6,0,0,0,0,,0
D16400-10,0,0,0,0,,14999.75
D1640-10,2500,0,0,0,,0
D16401-13,0,0,0,0,,14999.75
D16402-15,0,0,0,0,,19999.75
D16403-15,0,0,0,0,,17999.75
D16404-15,9997.5,0,0,0,,16999.75
D16404-15G,0,0,0,0,,16999.75
D16405-15,0,0,0,0,,19999.75
D16406-6,0,0,0,0,,0
D16407-6,0,0,0,0,,0
D16407-6N,0,0,0,0,,0
D1640-8,0,0,0,0,,0
D16408-10,0,0,0,0,,10999.75
D16409-10,5500,5499.88,0,0,,10999.75
D16410-10,0,0,0,0,,10999.75
D1641-10,2500,0,0,0,,0
D16411-8,0,0,0,0,,0
D16412-8,0,0,0,0,,0
D16413-8,0,0,0,0,,0
D16414-15,0,0,0,0,,0
D16415-7,0,0,0,0,,0
D16416-7,0,0,0,0,,0
D16417-7,0,0,0,0,,0
D1641-8,0,0,0,0,,0
D16418-7,0,0,0,0,,0
D16419-7,0,0,0,0,,0
D16420-7,0,0,0,0,,0
D1642-10,2500,0,0,0,,0
D16421-20,0,0,0,0,,0
D16422-8,0,0,0,0,,0
D16423-8,0,0,0,0,,0
D16424-8,0,0,0,0,,0
D16425-8,0,0,0,0,,0
D16426-8,0,0,0,0,,0
D16427-8,0,0,0,0,,0
D1642-8,0,0,0,0,,0
D16428-8,0,0,0,0,,0
D16429-8,0,0,0,0,,0
D16430-8,4800,0,0,0,,0
D1643-10,2500,0,0,0,,0
D16431-7,0,0,0,0,,0
D16432-7,0,0,0,0,,0
D16433-7,0,0,0,0,,0
D16434-12,0,0,0,0,,0
D16435-8,0,0,0,0,,0
D16436-5,0,0,0,0,,0
D16437-9,0,0,0,0,,5999
D1643-8,0,0,0,0,,0
D16438-9,0,0,0,0,,0
D16439-16,6000,4000,0,0,,0
D16440-28,0,0,0,0,,0
D16441-28,0,0,0,0,,0
D16442-28,0,0,0,0,,0
D16443-5,0,0,0,0,,0
D1644-4,1400,800,0,0,,0
D16444-5,3000,1500,0,0,,0
D16445-5,0,0,0,0,,0
D16450-8,0,0,0,0,,0
D16451-8,0,0,0,0,,0
D16454-6,3997.5,0,0,0,,0
D16454-6N,3997.5,0,0,0,,0
D16455-6,3997.5,0,0,0,,0
D1645-6,2000,1500,0,0,,0
D16456-6,3997.5,0,0,0,,0
D16456-6N,3499.875,3997.5,0,0,,0
D16457-6,0,0,0,0,,0
D16458-6,0,0,0,0,,0
D16459-6,0,0,0,0,,0
D1646-10,2500,0,0,0,,0
D16464-12,0,0,0,0,,0
D16465-21,0,0,0,0,,0
D16466-20,0,0,0,0,,0
D16467-20,0,0,0,0,,0
D1646-8,2000,0,0,0,,0
D16468-5,2800,0,0,0,,0
D16469-5,2800,0,0,0,,0
D16470-5,2800,0,0,0,,0
D1647-10,2500,0,0,0,,0
D16471-5,2800,0,0,0,,0
D16473-9,3500,0,0,0,,0
D16474-9,3500,0,0,0,,0
D16475-9,4995,3500,0,0,,0
D16476-9,4995,4500,3500,0,,0
D16477-9,4995,3500,0,0,,0
D1647-8,0,0,0,0,,0
D16478-9,4800,3500,0,0,,0
D16479-17,6000,0,0,0,,0
D16480-17,0,0,0,0,,0
D1648-10,2500,0,0,0,,0
D16481-17,0,0,0,0,,0
D16482-17,0,0,0,0,,0
D16483-8,0,0,0,0,,5999
D16483-8BG,0,0,0,0,,0
D16483-8BR,0,0,0,0,,0
D16483-8CR,0,0,0,0,,0
D16483-8MG,0,0,0,0,,0
D16484-15,0,0,0,0,,0
D16485-5,0,0,0,0,,0
D16486-5,0,0,0,0,,0
D16487-5,0,0,0,0,,0
D1648-8,2000,0,0,0,,0
D16488-8,3000,0,0,0,,0
D16489-8,0,0,0,0,,40000
D16490-8,25000,0,0,0,,40000
D1649-10,2500,0,0,0,,0
D16491-8,0,0,0,0,,40000
D16492-8,0,0,0,0,,40000
D16493-12,0,0,0,0,,0
D16494-12,0,0,0,0,,0
D16495-6,19999.75,0,0,0,,0
D16496-6,19999.75,0,0,0,,0
D16497-4,7000,0,0,0,,12999.75
D1649-8,2000,0,0,0,,0
D16498-4,0,0,0,0,,12999.75
D16499-5,2800,0,0,0,,0
D16500-5,2800,0,0,0,,0
D16501-5,2800,0,0,0,,0
D16502-5,2800,0,0,0,,0
D16503-5,0,0,0,0,,0
D16504-5,0,0,0,0,,0
D16505-5,0,0,0,0,,0
D1650-6,0,0,0,0,,0
D16506-5,2000,0,0,0,,0
D16507-5,0,0,0,0,,0
D16508-5,0,0,0,0,,3999
D16509-5,2000,0,0,0,,0
D16510-5,0,0,0,0,,0
D16511-5,0,0,0,0,,0
D16512-5,0,0,0,0,,0
D16513-5,0,0,0,0,,0
D16514-5,0,0,0,0,,0
D16515-7,0,0,0,0,,0
D16516-7,0,0,0,0,,0
D16517-9,0,0,0,0,,0
D1651-8,0,0,0,0,,0
D16518-11,0,0,0,0,,0
D16519-9,0,0,0,0,,0
D16520-6,0,0,0,0,,0
D1652-11,0,0,0,0,,0
D16521-12,0,0,0,0,,0
D16522-13,0,0,0,0,,0
D16523-12,0,0,0,0,,0
D16524-8,0,0,0,0,,0
D16525-10,0,0,0,0,,0
D16526-9,0,0,0,0,,0
D16527-8,0,0,0,0,,0
D16528-9,4000,3000,0,0,,0
D16529-9,4000,3000,0,0,,0
D16530-9,4000,3000,0,0,,0
D1653-8,0,0,0,0,,0
D1654-20,0,0,0,0,,0
D1655-20,0,0,0,0,,0
D16553-10,0,0,0,0,,0
D16554-10,6499.875,0,0,0,,0
D16555-10,6499.875,0,0,0,,0
D16556-10,0,0,0,0,,0
D16558-13,0,0,0,0,,0
D16559-13,0,0,0,0,,4999
D16560-11,0,0,0,0,,0
D16561-11,0,0,0,0,,0
D16562-10,0,0,0,0,,0
D16563-10,0,0,0,0,,0
D16564-13,0,0,0,0,,0
D16565-25,0,0,0,0,,0
D1656-6,2799,2000,0,0,,0
D16566-6,0,0,0,0,,0
D16567-6,0,0,0,0,,0
D16568-6,0,0,0,0,,0
D16569-6,0,0,0,0,,0
D16570-6,0,0,0,0,,0
D16571-6,0,0,0,0,,0
D16572-6,0,0,0,0,,0
D16573-6,0,0,0,0,,0
D16574-6,0,0,0,0,,0
D16575-6,0,0,0,0,,0
D1657-6,2799,2000,0,0,,0
D16576-6,0,0,0,0,,0
D16577-6,0,0,0,0,,0
D16578-6,0,0,0,0,,0
D16579-6,0,0,0,0,,0
D16580-6,0,0,0,0,,0
D16581-6,0,0,0,0,,0
D16582-6,0,0,0,0,,0
D16583-6,0,0,0,0,,0
D16584-8,2000,0,0,0,,0
D16584-8C,2000,0,0,0,,0
D16585-8,2000,0,0,0,,0
D1658-6,2799,2000,1499,0,,0
D16586-8,2000,0,0,0,,0
D16587-8,2500,2000,0,0,,0
D16588-8,2000,0,0,0,,0
D16589-8,2000,0,0,0,,0
D16590-8,2000,0,0,0,,0
D16591-8,2000,0,0,0,,0
D16592-6,4500,0,0,0,,0
D16593-10,11999.75,0,0,0,,0
D16594-13,9000,8000,0,0,,0
D1659-6,2799,0,0,0,,0
D16596-13,0,0,0,0,,19999
D16597-16,0,0,0,0,,0
D16598-16,0,0,0,0,,0
D16599-4,0,0,0,0,,0
D16600-4,0,0,0,0,,0
D16601-4,0,0,0,0,,0
D16602-10,0,0,0,0,,0
D16603-10,8000,0,0,0,,0
D16604-14,0,0,0,0,,14999
D16605-16,0,0,0,0,,17999
D1660-6,2799,0,0,0,,0
D16606-13,0,0,0,0,,0
D16607-15,0,0,0,0,,0
D16608-13,0,0,0,0,,0
D16609-13,0,0,0,0,,0
D16610-16,0,0,0,0,,0
D16611-84,0,0,0,0,,0
D16612-15,11499.875,0,0,0,,0
D16613-13,0,0,0,0,,0
D1661-6,2799,1500,0,0,,0
D16616-10,6499.875,6499.88,0,0,,0
D16617-10,6499.875,0,0,0,,0
D16621-15,0,0,0,0,,0
D16623-13,11500,0,0,0,,0
D1662-6,2799,2000,0,0,,0
D16627-15,0,0,0,0,,0
D16628-6,0,0,0,0,,0
D16629-6,0,0,0,0,,0
D16630-14,0,0,0,0,,0
D16631-14,0,0,0,0,,0
D16632-13,0,0,0,0,,0
D16633-13,0,0,0,0,,0
D16634-13,0,0,0,0,,0
D16635-13,7000,0,0,0,,0
D1663-6,2799,2000,0,0,,0
D16636-13,7000,0,0,0,,0
D16637-13,0,0,0,0,,0
D16638-10BL,9999.875,0,0,0,,0
D16638-10GR,9999.875,0,0,0,,0
D16638-10OR,9999.875,0,0,0,,0
D16638-23,0,0,0,0,,0
D16639-10,0,0,0,0,,8999
D16640-10,0,0,0,0,,0
D16641-14,6475,0,0,0,,12950
D16642-13,12950,9500,8000,5000,,15999.75
D16643-13,12950,9500,8000,7999.875,,15999.75
D16644-10,3500,0,0,0,,0
D16645-10,0,0,0,0,,0
D1664-6,2799,2000,0,0,,0
D1665-6,2799,0,0,0,,0
D16656-23,0,0,0,0,,0
D16660-8,0,0,0,0,,0
D16661-8,0,0,0,0,,0
D16662-8,0,0,0,0,,0
D16663-15,0,0,0,0,,0
D16664-15,0,0,0,0,,0
D16665-15,0,0,0,0,,0
D1666-6,2799,0,0,0,,0
D16666-15,0,0,0,0,,0
D16667-15,6500,0,0,0,,0
D16668-15,5000,0,0,0,,0
D16669-15,0,0,0,0,,0
D16670-4,0,0,0,0,,0
D16671-4,0,0,0,0,,0
D16672-4,0,0,0,0,,0
D16673-4,1999.88,0,0,0,,0
D1667-6,2799,0,0,0,,0
D1668-6,2799,0,0,0,,0
D1669-6,2799,0,0,0,,0
D1670-6,2799,0,0,0,,0
D1671-6,2799,2000,0,0,,0
D1672-6,2799,2000,0,0,,0
D1673-6,2799,2000,0,0,,0
D1674-6,2799,2000,0,0,,0
D1675-6,2799,2000,0,0,,0
D1676-6,2799,2000,0,0,,0
D1677-16,0,0,0,0,,0
D1678-9,3000,0,0,0,,0
D1679-9,3000,0,0,0,,0
D1680-9,3000,0,0,0,,0
D1681-9,3000,0,0,0,,0
D1682-9,4000,3000,0,0,,0
D1683-9,0,0,0,0,,0
D1684-9,3000,0,0,0,,0
D1685-9,3000,0,0,0,,0
D1695-6,0,0,0,0,,0
D1696-6,0,0,0,0,,0
D1697-6,0,0,0,0,,0
D1698-6,0,0,0,0,,0
D1699-6,0,0,0,0,,0
D1701-2,4000,3000,0,0,,0
D1702-2,4000,3000,0,0,,0
D1703-2,4000,3000,0,0,,0
D1704-2,4000,3000,0,0,,0
D1705-8,0,0,0,0,,0
D1706-8,0,0,0,0,,0
D1707-8,0,0,0,0,,0
D1709-6,0,0,0,0,,0
D17100-6,0,0,0,0,,0
D17101-12,0,0,0,0,,0
D17102-8,0,0,0,0,,0
D17103-6,0,0,0,0,,0
D17104-6,0,0,0,0,,0
D17105-12,0,0,0,0,,0
D1710-6,0,0,0,0,,0
D17106-4,0,0,0,0,,0
D17107-4,0,0,0,0,,0
D17108-4,0,0,0,0,,0
D17109-4,0,0,0,0,,0
D17110-15,0,0,0,0,,0
D17111-15,5800,0,0,0,,0
D17112-15,0,0,0,0,,0
D17113-15,0,0,0,0,,0
D17114-15,0,0,0,0,,0
D17115-15,0,0,0,0,,0
D1711-6,0,0,0,0,,0
D17116-6,0,0,0,0,,0
D17117-6,0,0,0,0,,0
D17118-6,0,0,0,0,,0
D17119-6,0,0,0,0,,0
D17120-6,0,0,0,0,,0
D17121-6,0,0,0,0,,0
D17122-6,0,0,0,0,,0
D17123-19,0,0,0,0,,0
D17124-6,0,0,0,0,,0
D17125-6,0,0,0,0,,0
D1712-6,0,0,0,0,,0
D17126-6,0,0,0,0,,0
D17127-6,0,0,0,0,,0
D17128-6,0,0,0,0,,0
D17129-6,0,0,0,0,,0
D17130-6,0,0,0,0,,0
D17131-6,0,0,0,0,,0
D17132-6,0,0,0,0,,0
D17133-6,0,0,0,0,,0
D17134-6,0,0,0,0,,0
D17135-6,0,0,0,0,,0
D1713-6,0,0,0,0,,0
D17136-6,0,0,0,0,,0
D17137-6,0,0,0,0,,0
D17138-6,0,0,0,0,,0
D17139-6,0,0,0,0,,0
D17140-6,0,0,0,0,,0
D17141-6,0,0,0,0,,0
D17142-6,0,0,0,0,,0
D17143-6,0,0,0,0,,0
D17144-6,0,0,0,0,,0
D17145-6,0,0,0,0,,0
D1714-6,0,0,0,0,,0
D17146-8,0,0,0,0,,0
D17147-8,1500,0,0,0,,0
D17148-8,1500,0,0,0,,0
D17149-8,1500,0,0,0,,0
D17150-8,1500,0,0,0,,0
D17151-8,1500,0,0,0,,0
D17152-8,1500,0,0,0,,0
D17153-8,1500,0,0,0,,0
D17154-8,1500,0,0,0,,0
D17155-8,1500,0,0,0,,0
D1715-6,0,0,0,0,,0
D17156-8,1500,0,0,0,,0
D17157-8,0,0,0,0,,0
D17158-10,0,0,0,0,,7999
D17159-10,0,0,0,0,,7999
D17160-16,0,0,0,0,,10999.75
D17161-18,0,0,0,0,,0
D17162-12,5500,5000,0,0,,0
D17163-16,0,0,0,0,,0
D17164-8,0,0,0,0,,0
D17165-15,6000,7000,0,0,,0
D1716-6,0,0,0,0,,0
D17166-16,0,0,0,0,,0
D17167-6,0,0,0,0,,0
D17168-6,0,0,0,0,,0
D17173-17,0,0,0,0,,0
D17173-17BK,0,0,0,0,,0
D17174-18,0,0,0,0,,9999
D17175-11,7000,0,0,0,,0
D1717-6,0,0,0,0,,0
D17177-9,0,0,0,0,,4999
D17179-13,10000,8000,5999,0,,0
D17180-15,0,0,0,0,,0
D17181-10,9000,6499.875,0,0,,0
D17182-10,4500,0,0,0,,0
D17183-10,4800,4500,0,0,,0
D17184-10,4800,4500,0,0,,0
D17185-10,0,0,0,0,,0
D1718-6,0,0,0,0,,0
D17186-10,0,0,0,0,,0
D17187-10,0,0,0,0,,0
D17188-10,4500,0,0,0,,0
D17189-10,6000,0,0,0,,0
D17190-10,4500,0,0,0,,0
D17191-10,0,0,0,0,,0
D17192-10,0,0,0,0,,0
D17193-10,0,0,0,0,,0
D1719-6,0,0,0,0,,0
D1720-6,0,0,0,0,,0
D17210-6,3500,2499.875,0,0,,0
D17211-6,3500,2499.875,0,0,,4999
D17212-6,3500,2499.875,0,0,,4999
D17213-6,2499.875,0,0,0,,0
D17214-6,2499.875,0,0,0,,0
D17215-6,2499.875,0,0,0,,0
D1721-6,1200,0,0,0,,0
D17216-6,3500,0,0,0,,4999
D17217-6,3500,0,0,0,,4999
D17218-6,3500,0,0,0,,0
D17219-6,3500,0,0,0,,0
D17220-6,3500,0,0,0,,4999
D1722-15,0,0,0,0,,14999.75
D17221-6,3500,0,0,0,,4999
D17222-6,0,0,0,0,,0
D17223-6,0,0,0,0,,0
D17224-6,0,0,0,0,,0
D17225-8,2999.875,0,0,0,,0
D17226-8,2999.875,0,0,0,,0
D17227-8,2999.875,0,0,0,,0
D17228-8,0,0,0,0,,6999
D17229-8,0,0,0,0,,6999.75
D17230-8,0,0,0,0,,6999
D1723-15,0,0,0,0,,14999.75
D17231-8,4000,0,0,0,,6999.75
D17232-8,4000,0,0,0,,6999
D17233-8,4000,0,0,0,,6999
D17234-8,4000,0,0,0,,6999
D17234-8G,0,0,0,0,,6999
D17234-8N,0,0,0,0,,0
D17235-8,4000,0,0,0,,6999.75
D17235-8G,0,0,0,0,,0
D17235-8N,0,0,0,0,,0
D17236-8,4000,0,0,0,,6999.75
D17236-8G,0,0,0,0,,0
D17236-8N,0,0,0,0,,0
D17237-10,3997.5,0,0,0,,0
D17238-10,3997.5,0,0,0,,0
D17239-10,24000,0,0,0,,0
D17240-10,24000,0,0,0,,0
D17241-10,0,0,0,0,,0
D1724-15,0,0,0,0,,14999.75
D17242-10,0,0,0,0,,0
D17243-10,0,0,0,0,,0
D17244-10,24000,14999,0,0,,0
D17245-10,24000,0,0,0,,0
D17246-10,24000,14999,0,0,,0
D17247-10,24000,0,0,0,,0
D17248-10,0,0,0,0,,0
D17249-10,24000,0,0,0,,0
D17250-10,0,0,0,0,,0
D17251-10,0,0,0,0,,0
D1725-15,0,0,0,0,,14999.75
D17252-10,24000,0,0,0,,0
D17253-10,0,0,0,0,,19000
D17254-10,24000,0,0,0,,0
D17255-10,14999,0,0,0,,19000
D17256-10,0,0,0,0,,0
D17257-10,1500,0,0,0,,0
D17258-10,1500,0,0,0,,0
D17259-10,1500,0,0,0,,0
D17260-10,1500,0,0,0,,0
D1726-11,0,0,0,0,,0
D17261-10,1500,0,0,0,,0
D1726-20,0,0,0,0,,0
D17262-10,1500,0,0,0,,0
D17263-10,1500,0,0,0,,0
D17264-10,1500,0,0,0,,0
D17265-10,1500,0,0,0,,0
D17266-10,2000,1500,0,0,,0
D17267-10,1500,0,0,0,,0
D17268-10,1500,0,0,0,,0
D17269-10,1500,0,0,0,,0
D17270-10,1500,0,0,0,,0
D1727-11,0,0,0,0,,0
D17271-10,1500,0,0,0,,0
D1727-20,0,0,0,0,,0
D17272-10,1500,0,0,0,,0
D17273-10,1500,0,0,0,,0
D17274-10,1500,0,0,0,,0
D17275-10,1500,0,0,0,,0
D17276-10,1500,0,0,0,,0
D17277-10,1500,0,0,0,,0
D17278-10,1500,0,0,0,,0
D17279-10,1500,0,0,0,,0
D17280-10,1500,0,0,0,,0
D17281-10,1500,0,0,0,,0
D17282-10,1500,0,0,0,,0
D17283-10,1500,0,0,0,,0
D17284-10,1500,0,0,0,,0
D17285-8,0,0,0,0,,0
D1728-6,2500,0,0,0,,0
D17286-8,0,0,0,0,,0
D17287-8,3500,0,0,0,,0
D17288-8,3500,0,0,0,,0
D17289-8,0,0,0,0,,0
D17290-8,0,0,0,0,,0
D17291-10,3500,2500,0,0,,0
D17292-10,3500,0,0,0,,0
D17293-10,3500,0,0,0,,0
D17294-10,3500,0,0,0,,0
D17295-10,3500,0,0,0,,0
D1729-6,0,0,0,0,,0
D17296-12,4000,0,0,0,,0
D17297-12,4000,0,0,0,,0
D17298-12,3500,0,0,0,,0
D17299-19,0,0,0,0,,7999
D17300-19,0,0,0,0,,0
D1730-6,0,0,0,0,,0
D17319-10,0,0,0,0,,0
D17320-10,1800,0,0,0,,0
D17321-10,1800,0,0,0,,0
D1732-12,0,0,0,0,,0
D17322-8,0,0,0,0,,4999
D17323-8,0,0,0,0,,4999
D17324-8,0,0,0,0,,4999
D17325-8,0,0,0,0,,0
D17326-8,0,0,0,0,,0
D17327-8,0,0,0,0,,0
D17328-8,0,0,0,0,,0
D17329-8,0,0,0,0,,0
D17330-8,0,0,0,0,,0
D1733-15,0,0,0,0,,0
D1734-6,0,0,0,0,,0
D1735-8,0,0,0,0,,0
D1736-8,0,0,0,0,,0
D1737-8,0,0,0,0,,0
D1738-5,0,0,0,0,,0
D1739-5,0,0,0,0,,0
D1740-5,0,0,0,0,,0
D1741-5,0,0,0,0,,0
D1742-7,0,0,0,0,,0
D1743-7,0,0,0,0,,0
D1744-6,0,0,0,0,,0
D1745-6,0,0,0,0,,0
D1746-6,0,0,0,0,,0
D1747-6,0,0,0,0,,0
D1748-6,0,0,0,0,,0
D1749-6,0,0,0,0,,0
D1750-7,4000,0,0,0,,0
D1750-7N,0,0,0,0,,4999
D1751-7,4000,0,0,0,,0
D1752-8,0,0,0,0,,0
D1753-8,0,0,0,0,,0
D1754-8,0,0,0,0,,0
D1755-8,0,0,0,0,,0
D1756-8,0,0,0,0,,0
D1757-8,0,0,0,0,,0
D1758-8,0,0,0,0,,0
D1759-8,0,0,0,0,,0
D1760-8,0,0,0,0,,0
D1761-8,0,0,0,0,,0
D1762-8,0,0,0,0,,0
D1763-8,0,0,0,0,,0
D1764-8,0,0,0,0,,0
D1765-8,0,0,0,0,,0
D1766-8,0,0,0,0,,0
D1767-8,0,0,0,0,,0
D1768-8,0,0,0,0,,0
D1769-8,2000,0,618,0,,0
D1770-8,2000,0,0,0,,0
D1771-8,2000,0,0,0,,0
D1772-8,2000,0,0,0,,0
D1773-8,2000,0,0,0,,0
D1774-8,2000,0,0,0,,0
D1775-10,0,0,0,0,,0
D1776-10,0,0,0,0,,0
D1777-13,6500,0,0,0,,0
D1778-13,0,0,0,0,,0
D1779-13,0,0,0,0,,0
D1780-13,0,0,0,0,,0
D1781-15,12000,0,0,0,,0
D1782-13,0,0,0,0,,0
D1783-8,0,0,0,0,,0
D1784-8,0,0,0,0,,0
D1785-8,0,0,0,0,,0
D1786-10,0,0,0,0,,0
D1787-10,0,0,0,0,,0
D1788-6,4000,2500,0,0,,0
D1789-15,0,0,0,0,,0
D1790-15,0,0,0,0,,0
D1791-15,0,0,0,0,,0
D1792-15,0,0,0,0,,0
D1793-13,0,0,0,0,,19999
D1794-13,0,0,0,0,,19999
D1795-10,9999.875,0,0,0,,0
D1796-10,9999.875,0,0,0,,0
D1797-6,4999.875,0,0,0,,0
D1798-6,4999.875,0,0,0,,0
D1798-6BL,4999.875,0,0,0,,0
D1798-6RD,4999.875,0,0,0,,0
D1799-13,0,0,0,0,,0
D1801-7,0,0,0,0,,0
D1802-7,0,0,0,0,,4999
D1803-13,4000,0,0,0,,0
D1804-8,0,0,0,0,,0
D1805-11,0,0,0,0,,0
D1806-13,4500,0,0,0,,0
D1807-12,0,0,0,0,,0
D1808-8,4800,0,0,0,,0
D1809-8,4800,0,0,0,,0
D18100-6,0,0,0,0,,4999
D18101-6,0,0,0,0,,4999
D18102-6,0,0,0,0,,4999
D18103-6,0,0,0,0,,0
D18104-6,0,0,0,0,,0
D18105-6,0,0,0,0,,0
D18106-10,0,0,0,0,,0
D18107-10,0,0,0,0,,0
D18108-10,0,0,0,0,,0
D1810-9,0,0,0,0,,0
D18109-10,7000,0,0,0,,0
D18110-10,7000,0,0,0,,0
D1811-10,5500,0,0,0,,0
D18111-10,7000,5000,0,0,,0
D18112-9,7000,0,0,0,,9999
D18113-9,7000,0,0,0,,9999
D18114-9,7000,0,0,0,,9999
D18115-10,0,0,0,0,,6999
D18116-50,0,0,0,0,,0
D18117-10,0,0,0,0,,6999
D18118-10,0,0,0,0,,6999
D18119-10,0,0,0,0,,6999
D18120-10,0,0,0,0,,0
D1812-18,9000,0,0,0,,0
D18122-6,0,0,0,0,,4999
D18123-6,0,0,0,0,,4999
D18124-6,0,0,0,0,,4999
D18125-9,0,0,0,0,,4999
D18126-9,0,0,0,0,,0
D18127-15,7000,0,0,0,,0
D18128-15,7000,0,0,0,,0
D18129-6,4800,0,0,0,,5999
D18130-6,2999.88,0,0,0,,5999
D1813-12,0,0,0,0,,0
D18131-6,4800,0,0,0,,5999
D18135-19,0,0,0,0,,0
D18136-20,0,0,0,0,,0
D18137-20,0,0,0,0,,0
D18137-20Y,0,0,0,0,,0
D18138-14,0,0,0,0,,0
D18138-14Y,0,0,0,0,,0
D18139-14,0,0,0,0,,0
D18140-14,0,0,0,0,,9999
D18141-8,0,0,0,0,,0
D18141-8Y,0,0,0,0,,0
D18142-8,0,0,0,0,,0
D18142-8Y,0,0,0,0,,0
D18143-8,0,0,0,0,,0
D18143-8Y,0,0,0,0,,0
D18144-6,0,0,0,0,,4999
D18145-6,0,0,0,0,,4999
D18146-6,0,0,0,0,,4999
D18152-10,0,0,0,0,,6999
D18152-10Y,0,0,0,0,,0
D18153-17,10000,0,0,0,,0
D18154-17,0,0,0,0,,0
D18155-16,0,0,0,0,,0
D18156-14,8499.875,6475,0,0,,0
D18160-10,0,0,0,0,,6999
D18160-10Y,0,0,0,0,,6999
D18161-10,0,0,0,0,,6999.75
D18161-10Y,0,0,0,0,,6999.75
D18162-10,0,0,0,0,,0
D18163-10,0,0,0,0,,6999.75
D18164-9,5000,0,0,0,,0
D18165-9,5000,0,0,0,,0
D18166-12,0,0,0,0,,0
D18167-4,1800,0,0,0,,0
D1816-8,4500,0,0,0,,0
D18168-4,1800,0,0,0,,0
D18169-4,1800,0,0,0,,0
D18170-4,1800,0,0,0,,0
D18171-4,0,0,0,0,,0
D18172-12,5000,0,0,0,,9999
D18173-12,0,0,0,0,,9999
D18174-19,12000,0,0,0,,0
D1817-5,0,0,0,0,,0
D18175-12,0,0,0,0,,9999
D18176-12,5000,0,0,0,,9999
D18177-7,3000,0,0,0,,0
D18178-7,3000,0,0,0,,0
D18179-14,7500,0,0,0,,14999
D18180-14,7500,0,0,0,,0
D18181-10,0,0,0,0,,0
D18182-13,8999.875,0,0,0,,0
D18183-12,0,0,0,0,,0
D18184-12,0,0,0,0,,0
D1818-5,0,0,0,0,,0
D18185-13,9000,6475,0,0,,0
D18186-10,10000,0,0,0,,12999
D18187-10,10000,6000,0,0,,12999
D18188-10,7499.875,0,0,0,,0
D18189-10,7499.875,0,0,0,,0
D18190-12,0,0,0,0,,0
D1819-10,0,0,0,0,,4999
D18191-12,0,0,0,0,,0
D18192-12,0,0,0,0,,0
D18197-22,11499.88,0,0,0,,0
D18198-13,0,0,0,0,,0
D18199-13,0,0,0,0,,0
D18200-1,0,0,0,0,,0
D18201-1,0,0,0,0,,0
D1820-16,0,0,0,0,,0
D18202-3,0,0,0,0,,0
D18203-1,500,0,0,0,,0
D18204-17,4800,0,0,0,,0
D18205-1,0,0,0,0,,1299
D18206-1,0,0,0,0,,0
D18207-1,0,0,0,0,,0
D18208-1,1200,0,0,0,,0
D18209-1,0,0,0,0,,0
D18210-6,2000,0,0,0,,0
D18211-1,0,0,0,0,,0
D1821-13,0,0,0,0,,0
D18212-2,1600,0,0,0,,0
D18213-2,2200,0,0,0,,0
D18214-11,4000,4999,0,0,,7999
D18215-28,0,0,0,0,,79999.75
D18216-28,0,0,0,0,,79999.75
D18217-6,0,0,0,0,,19999
D18218-6,0,0,0,0,,19999
D18219-6,0,0,0,0,,19999
D18220-6,0,0,0,0,,19999
D18221-5,0,0,0,0,,19999
D18222-5,0,0,0,0,,19999
D18223-5,0,0,0,0,,19999
D18224-5,0,0,0,0,,19999
D18225-5,0,0,0,0,,19999
D1822-6,0,0,0,0,,0
D18226-5,0,0,0,0,,19999
D18227-5,10000,0,0,0,,19999
D1823-6,0,0,0,0,,0
D18239-18,0,0,0,0,,0
D18240-10,0,0,0,0,,0
D18241-10,0,0,0,0,,0
D18242-10,0,0,0,0,,0
D18242-10N,0,0,0,0,,0
D18243-10,0,0,0,0,,0
D18243-10N,0,0,0,0,,0
D18246-10,0,0,0,0,,0
D18247-10,0,0,0,0,,0
D18247-10N,0,0,0,0,,0
D1824-8,0,0,0,0,,0
D18248-10,0,0,0,0,,0
D18248-10N,0,0,0,0,,0
D18249-8G,0,0,0,0,,0
D18249-8S,0,0,0,0,,0
D18250-8G,0,0,0,0,,0
D18250-8S,0,0,0,0,,0
D1825-10,3999.875,0,0,0,,0
D18251-8G,0,0,0,0,,0
D18251-8S,0,0,0,0,,0
D18253-8,0,0,0,0,,0
D18254-14,0,0,0,0,,0
D18257-20,0,0,0,0,,0
D18258-17,0,0,0,0,,0
D18259-17,0,0,0,0,,0
D18260-8,0,0,0,0,,6999
