id,Order Reference,Delivery Date,Product,Customer,Quantity,Unit Price,Description,Product Category,Weight,Salesperson,Type of Payment,Invoice Status,Order Status,Delivery Quantity,Barcode SKU,Subtotal,Variant SKU,Spatio Description
,SO 01130,12/31/2024 12:00,"Wsol (AP, 50ml, EUC)",RDS Ermita,2,179,"Wsol (AP, 50ml, EUC)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,2,,358,,
,SO 01130,12/31/2024 12:00,"Wsol (AP, 50ml, PEP)",RDS Ermita,3,179,"Wsol (AP, 50ml, PEP)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,3,,537,,
,SO 01130,12/31/2024 12:00,"Wsol (AP, 50ml, FBA)",RDS Ermita,6,179,"Wsol (AP, 50ml, FBA)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,6,,"1,074.00",,
,SO 01130,12/31/2024 12:00,"Wsol (AP, 50ml, LAV)",RDS Ermita,3,179,"Wsol (AP, 50ml, LAV)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,3,,537,,
,SO 01130,12/31/2024 12:00,"Wsol (AP, 50ml, WCO)",RDS Ermita,2,179,"Wsol (AP, 50ml, WCO)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,2,,358,,
,SO 01130,12/31/2024 12:00,"Wsol (AP, 50ml, SOL)",RDS Ermita,1,179,"Wsol (AP, 50ml, SOL)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,179,,
,SO 01130,12/31/2024 12:00,"Soy Candle (RBTC, 2oz, EUC, w/ sticker)",RDS Ermita,1,189,"Soy Candle (RBTC, 2oz, EUC, w/ sticker)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,189,1.52705E+13,
,SO 01130,12/31/2024 12:00,"Soy Candle (RBTC, 2oz, PEP, w/ sticker)",RDS Ermita,1,189,"Soy Candle (RBTC, 2oz, PEP, w/ sticker)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,189,1.52705E+13,
,SO 01130,12/31/2024 12:00,"Soy Candle (RBTC, 2oz, LAV, w/ sticker)",RDS Ermita,1,189,"Soy Candle (RBTC, 2oz, LAV, w/ sticker)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,189,1.52705E+13,
,SO 01130,12/31/2024 12:00,"Soy Candle (RBTC, 2oz, FBA, w/ sticker)",RDS Ermita,5,189,"Soy Candle (RBTC, 2oz, FBA, w/ sticker)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,5,,945,1.52807E+13,
,SO 01130,12/31/2024 12:00,"Soy Candle (RBTC, 2oz, WCO, w/ sticker)",RDS Ermita,2,189,"Soy Candle (RBTC, 2oz, WCO, w/ sticker)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,2,,378,1.5281E+13,
,SO 01130,12/31/2024 12:00,"Soy Candle (RBTC, 2oz, CTL, w/ sticker)",RDS Ermita,1,189,"Soy Candle (RBTC, 2oz, CTL, w/ sticker)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,189,1.52705E+13,
,SO 01130,12/31/2024 12:00,"Soy Candle (CGJL, 4oz, EUC, w/ sticker)",RDS Ermita,2,289,"Soy Candle (CGJL, 4oz, EUC, w/ sticker)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,2,,578,1.52705E+13,
,SO 01130,12/31/2024 12:00,"Soy Candle (CGJL, 4oz, PEP, w/ sticker)",RDS Ermita,2,289,"Soy Candle (CGJL, 4oz, PEP, w/ sticker)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,2,,578,1.52705E+13,
,SO 01130,12/31/2024 12:00,"Soy Candle (CGJL, 4oz, FBA, w/ sticker)",RDS Ermita,1,289,"Soy Candle (CGJL, 4oz, FBA, w/ sticker)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,289,1.52807E+13,
,SO 01129,12/31/2024 12:00,T21136-1,RDS Alabang,1,199.75,"T21136-1
Td - Ceramic Vases Pink",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,199.75,T21136-1,
,SO 01129,12/31/2024 12:00,M22003-6,RDS Alabang,1,"1,999.00","M22003-6
Plastic Round Mirror - Zenna",Quadro - Mirror,,MPC Prep Staff,,Fully Invoiced,sale,1,,"1,999.00",M22003-6,
,SO 01129,12/31/2024 12:00,T21153-1,RDS Alabang,1,199,"T21153-1
Td - Ceramic Buddha Vase Gold",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,199,T21153-1,
,SO 01129,12/31/2024 12:00,1123089-1,RDS Alabang,1,499,"1123089-1
Diamond Shaped Jar W/ Lid - Clear M",Quadro - Table Décor,0.55,MPC Prep Staff,,Fully Invoiced,sale,1,,499,,
,SO 01129,12/31/2024 12:00,1123095-1,RDS Alabang,1,399,"1123095-1
Diamond Shaped Jar W/ Lid - White S",Quadro - Table Décor,0.55,MPC Prep Staff,,Fully Invoiced,sale,1,,399,,
,SO 01129,12/31/2024 12:00,1123096-1,RDS Alabang,1,399,"1123096-1
Diamond Shaped Jar W/ Lid - Pink S",Quadro - Table Décor,0.55,MPC Prep Staff,,Fully Invoiced,sale,1,,399,,
,SO 01129,12/31/2024 12:00,1123097-1,RDS Alabang,2,399,"1123097-1
Diamond Shaped Jar W/ Lid - Green S",Quadro - Table Décor,0.55,MPC Prep Staff,,Fully Invoiced,sale,2,,798,,
,SO 01129,12/31/2024 12:00,924066-1,RDS Alabang,1,179,"924066-1
Glass Jar",Quadro - Others,0.5,MPC Prep Staff,,Fully Invoiced,sale,1,,179,,
,SO 01129,12/31/2024 12:00,924067-1,RDS Alabang,1,149,"924067-1
Glass Jar",Quadro - Others,0.35,MPC Prep Staff,,Fully Invoiced,sale,1,,149,,
,SO 01129,12/31/2024 12:00,924068-1,RDS Alabang,2,149,"924068-1
Glass Jar",Quadro - Others,0.4,MPC Prep Staff,,Fully Invoiced,sale,2,,298,,
,SO 01129,12/31/2024 12:00,1324038-4,RDS Alabang,1,"1,500.00","1324038-4
Assorted Wall arts",Quadro - Wall Art,3.25,MPC Prep Staff,,Fully Invoiced,sale,1,,"1,500.00",,
,SO 01129,12/31/2024 12:00,"Reed Diff (RG, 140ml, WCO)",RDS Alabang,1,689,"Reed Diff (RG, 140ml, WCO)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,689,,
,SO 01129,12/31/2024 12:00,"Rmspy (TSAP, 250ml, EUC)",RDS Alabang,1,399,"Rmspy (TSAP, 250ml, EUC)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,399,,
,SO 01129,12/31/2024 12:00,"Rmspy (TSAP, 250ml, LEM)",RDS Alabang,1,399,"Rmspy (TSAP, 250ml, LEM)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,399,,
,SO 01129,12/31/2024 12:00,"Rmspy (TSAP, 250ml, FBA)",RDS Alabang,2,399,"Rmspy (TSAP, 250ml, FBA)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,2,,798,,
,SO 01129,12/31/2024 12:00,"Wsol (AG, 20ml, FBA)",RDS Alabang,5,119,"Wsol (AG, 20ml, FBA)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,5,,595,,
,SO 01129,12/31/2024 12:00,"Wsol (AG, 20ml, CTL)",RDS Alabang,2,119,"Wsol (AG, 20ml, CTL)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,2,,238,,
,SO 01129,12/31/2024 12:00,"Wsol (AG, 20ml, EUC)",RDS Alabang,2,119,"Wsol (AG, 20ml, EUC)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,2,,238,,
,SO 01129,12/31/2024 12:00,"Wsol (AG, 20ml, PEP)",RDS Alabang,1,119,"Wsol (AG, 20ml, PEP)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,119,,
,SO 01129,12/31/2024 12:00,"Wsol (AG, 20ml, LAV)",RDS Alabang,2,119,"Wsol (AG, 20ml, LAV)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,2,,238,,
,SO 01129,12/31/2024 12:00,"Wsol (AP, 50ml, LAV)",RDS Alabang,1,179,"Wsol (AP, 50ml, LAV)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,179,,
,SO 01129,12/31/2024 12:00,"Soy Candle (RBTC, 2oz, FBA, w/ sticker)",RDS Alabang,1,189,"Soy Candle (RBTC, 2oz, FBA, w/ sticker)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,189,1.52807E+13,
,SO 01129,12/31/2024 12:00,"Soy Candle (RBTC, 2oz, WCO, w/ sticker)",RDS Alabang,1,189,"Soy Candle (RBTC, 2oz, WCO, w/ sticker)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,189,1.5281E+13,
,SO 01140,12/31/2024 14:00,"Soy Candle (RBTC, 2oz, BAL, w/ sticker)",Styles Asia Home,4,159,"Soy Candle (RBTC, 2oz, BAL, w/ sticker)",Fragrance / Finished Goods,,Inventory Audit,,Fully Invoiced,sale,4,,636,1.52705E+13,
,SO 01140,12/31/2024 14:00,"Soy Candle (RBTC, 2oz, EUC, w/ sticker)",Styles Asia Home,5,159,"Soy Candle (RBTC, 2oz, EUC, w/ sticker)",Fragrance / Finished Goods,,Inventory Audit,,Fully Invoiced,sale,5,,795,1.52705E+13,
,SO 01140,12/31/2024 14:00,"Soy Candle (RBTC, 2oz, FBA, w/ sticker)",Styles Asia Home,2,159,"Soy Candle (RBTC, 2oz, FBA, w/ sticker)",Fragrance / Finished Goods,,Inventory Audit,,Fully Invoiced,sale,2,,318,1.52807E+13,
,SO 01140,12/31/2024 14:00,"Soy Candle (RBTC, 2oz, LAV, w/ sticker)",Styles Asia Home,2,159,"Soy Candle (RBTC, 2oz, LAV, w/ sticker)",Fragrance / Finished Goods,,Inventory Audit,,Fully Invoiced,sale,2,,318,1.52705E+13,
,SO 01140,12/31/2024 14:00,"Soy Candle (RBTC, 2oz, PEP, w/ sticker)",Styles Asia Home,7,159,"Soy Candle (RBTC, 2oz, PEP, w/ sticker)",Fragrance / Finished Goods,,Inventory Audit,,Fully Invoiced,sale,7,,"1,113.00",1.52705E+13,
,SO 01140,12/31/2024 14:00,"Soy Candle (RBTC, 2oz, SOL, w/ sticker)",Styles Asia Home,13,159,"Soy Candle (RBTC, 2oz, SOL, w/ sticker)",Fragrance / Finished Goods,,Inventory Audit,,Fully Invoiced,sale,13,,"2,067.00",1.52807E+13,
,SO 01140,12/31/2024 14:00,"Soy Candle (RBTC, 2oz, WTE, w/ sticker)",Styles Asia Home,7,159,"Soy Candle (RBTC, 2oz, WTE, w/ sticker)",Fragrance / Finished Goods,,Inventory Audit,,Fully Invoiced,sale,7,,"1,113.00",1.52807E+13,
,SO 01140,12/31/2024 14:00,"Soy Candle (RBTC, 2oz, SPC, w/ sticker)",Styles Asia Home,7,159,"Soy Candle (RBTC, 2oz, SPC, w/ sticker)",Fragrance / Finished Goods,,Inventory Audit,,Fully Invoiced,sale,7,,"1,113.00",1.52807E+13,
,SO 01140,12/31/2024 14:00,"Soy Candle (RBTC, 2oz, FBA, w/o sticker)",Styles Asia Home,4,189,"Soy Candle (RBTC, 2oz, FBA, w/o sticker)",Fragrance / Finished Goods,,Inventory Audit,,Fully Invoiced,sale,4,,756,,
,SO 01140,12/31/2024 14:00,"Soy Candle (RBTC, 2oz, LAV, w/ sticker)",Styles Asia Home,2,189,"Soy Candle (RBTC, 2oz, LAV, w/ sticker)",Fragrance / Finished Goods,,Inventory Audit,,Fully Invoiced,sale,2,,378,1.52705E+13,
,SO 01140,12/31/2024 14:00,"Soy Candle (RBTC, 2oz, SOL, w/ sticker)",Styles Asia Home,3,189,"Soy Candle (RBTC, 2oz, SOL, w/ sticker)",Fragrance / Finished Goods,,Inventory Audit,,Fully Invoiced,sale,3,,567,1.52807E+13,
,SO 01140,12/31/2024 14:00,"Soy Candle (RBTC, 2oz, WTE, w/o sticker)",Styles Asia Home,3,189,"Soy Candle (RBTC, 2oz, WTE, w/o sticker)",Fragrance / Finished Goods,,Inventory Audit,,Fully Invoiced,sale,3,,567,,
,SO 01140,12/31/2024 14:00,"Soy Candle (RBTC, 2oz, SHL, w/o sticker)",Styles Asia Home,3,189,"Soy Candle (RBTC, 2oz, SHL, w/o sticker)",Fragrance / Finished Goods,,Inventory Audit,,Fully Invoiced,sale,3,,567,,
,SO 01140,12/31/2024 14:00,"Soy Candle (RBTC, 2oz, CTL, w/ sticker)",Styles Asia Home,3,159,"Soy Candle (RBTC, 2oz, CTL, w/ sticker)",Fragrance / Finished Goods,,Inventory Audit,,Fully Invoiced,sale,3,,477,1.52705E+13,
,SO 01140,12/31/2024 14:00,"Soy Candle (RBTC, 2oz, LAV, w/ sticker)",Styles Asia Home,2,159,"Soy Candle (RBTC, 2oz, LAV, w/ sticker)",Fragrance / Finished Goods,,Inventory Audit,,Fully Invoiced,sale,2,,318,1.52705E+13,
,SO 01140,12/31/2024 14:00,"Soy Candle (RBTC, 2oz, FBA, w/o sticker)",Styles Asia Home,2,159,"Soy Candle (RBTC, 2oz, FBA, w/o sticker)",Fragrance / Finished Goods,,Inventory Audit,,Fully Invoiced,sale,2,,318,,
,SO 01139,12/31/2024 13:00,"Rmspy (TSCBP, 300ml, SHL)",Styles Asia Home,4,459,"Rmspy (TSCBP, 300ml, SHL)",Fragrance / Finished Goods,,Inventory Audit,,Fully Invoiced,sale,4,,"1,836.00",,
,SO 01139,12/31/2024 13:00,"Rmspy (TSCBP, 300ml, SOL)",Styles Asia Home,2,399,"Rmspy (TSCBP, 300ml, SOL)",Fragrance / Finished Goods,,Inventory Audit,,Fully Invoiced,sale,2,,798,,
,SO 01139,12/31/2024 13:00,"Rmspy (TSCBP, 300ml, SPC)",Styles Asia Home,2,399,"Rmspy (TSCBP, 300ml, SPC)",Fragrance / Finished Goods,,Inventory Audit,,Fully Invoiced,sale,2,,798,,
,SO 01138,12/31/2024 10:00,M1625-19,Fiesta Home Lipa,1,"6,999.75","M1625-19
Mirror ",Quadro - Mirror,12.8,Inventory Audit,,Fully Invoiced,sale,1,,"6,999.75",,
,SO 01138,12/31/2024 10:00,824005-12,Fiesta Home Lipa,1,"4,299.00","824005-12
Standing Mirror",Quadro - Mirror,8.6,Inventory Audit,,Fully Invoiced,sale,1,,"4,299.00",,
,SO 01138,12/31/2024 10:00,824006-5,Fiesta Home Lipa,1,"1,800.00","824006-5
Standing Mirror",Quadro - Mirror,4.55,Inventory Audit,,Fully Invoiced,sale,1,,"1,800.00",,
,SO 01137,12/31/2024 10:00,824003-5,Fiesta Home Batangas,1,"1,800.00","824003-5
Standing Mirror",Quadro - Mirror,4.25,Inventory Audit,,Fully Invoiced,sale,1,,"1,800.00",,
,SO 01136,11/30/2024 10:00,M1640-18,Fiesta Home Batangas,1,"6,999.75","M1640-18
Mirror - Alyssa (ash gray",Quadro - Mirror,12.55,Inventory Audit,,Fully Invoiced,sale,1,,"6,999.75",M1640-18,
,SO 01127,11/30/2024 8:00,1322011-9,Magic Urdaneta,1,"2,799.00","1322011-9
Geometry",Quadro - Wall Art,,MPC Prep Staff,,Fully Invoiced,sale,1,,"2,799.00",1322011-9,
,SO 01126,11/30/2024 8:00,824007-5,Magic San Carlos,1,"1,800.00","824007-5
Standing Mirror",Quadro - Mirror,4.55,MPC Prep Staff,,Fully Invoiced,sale,1,,"1,800.00",,
,SO 01126,11/30/2024 8:00,W21556-8,Magic San Carlos,1,"1,840.00","W21556-8
Print On Glass  - Geometry",All,,MPC Prep Staff,,Fully Invoiced,sale,1,,"1,840.00",,
,SO 01126,11/30/2024 8:00,W21557-8,Magic San Carlos,1,"1,840.00","W21557-8
Print On Glass  - Geometry",All,,MPC Prep Staff,,Fully Invoiced,sale,1,,"1,840.00",,
,SO 01126,11/30/2024 8:00,T18178-2BK,Magic San Carlos,1,"1,800.00","T18178-2BK
Resin - The Clarinet (M)",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,"1,800.00",T18178-2BK,
,SO 01126,11/30/2024 8:00,T21134-1,Magic San Carlos,2,120,"T21134-1
Td - Ceramic- Vases",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,2,,240,T21134-1,
,SO 01126,11/30/2024 8:00,T21155-1,Magic San Carlos,1,240,"T21155-1
Td - Ceramic Vases Silver",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,240,,
,SO 01126,11/30/2024 8:00,SW22109-8,Magic San Carlos,1,"2,239.00","SW22109-8
Abstract",Quadro - Wall Art,,MPC Prep Staff,,Fully Invoiced,sale,1,,"2,239.00",,
,SO 01126,11/30/2024 8:00,W1576-5,Magic San Carlos,1,"2,000.00","W1576-5
Led - Love Lifted Me",Quadro - Wall Art,,MPC Prep Staff,,Fully Invoiced,sale,1,,"2,000.00",,
,SO 01126,11/30/2024 8:00,1323118-13,Magic San Carlos,1,"3,999.00","1323118-13
Fruits and Vegetables",Quadro - Wall Art,5.4,MPC Prep Staff,,Fully Invoiced,sale,1,,"3,999.00",,
,SO 01126,11/30/2024 8:00,BM1915-19,Magic San Carlos,1,"6,000.00","BM1915-19
Mirror - Isandir (black",Quadro - Mirror,,MPC Prep Staff,,Fully Invoiced,sale,1,,"6,000.00",BM1915-19,
,SO 01126,11/30/2024 8:00,M22005-6,Magic San Carlos,1,"1,599.00","M22005-6
Plastic Round Mirror - Heru",Quadro - Mirror,,MPC Prep Staff,,Fully Invoiced,sale,1,,"1,599.00",M22005-6,
,SO 01123,11/30/2024 0:00,924014-3,Rustan's DS Shangrila,1,"2,975.00","924014-3
2Piece Agate Accent Tray",Quadro - Others,1.9,MPC Merchandiser,,Fully Invoiced,sale,1,,"2,975.00",,
,SO 01123,11/30/2024 0:00,924065-1,Rustan's DS Shangrila,30,175,"924065-1
Glass Jar",Quadro - Others,0.45,MPC Merchandiser,,Fully Invoiced,sale,30,,"5,250.00",,
,SO 01123,11/30/2024 0:00,924066-1,Rustan's DS Shangrila,13,175,"924066-1
Glass Jar",Quadro - Others,0.5,MPC Merchandiser,,Fully Invoiced,sale,13,,"2,275.00",,
,SO 01123,11/30/2024 0:00,924067-1,Rustan's DS Shangrila,33,145,"924067-1
Glass Jar",Quadro - Others,0.35,MPC Merchandiser,,Fully Invoiced,sale,33,,"4,785.00",,
,SO 01123,11/30/2024 0:00,924068-1,Rustan's DS Shangrila,34,145,"924068-1
Glass Jar",Quadro - Others,0.4,MPC Merchandiser,,Fully Invoiced,sale,34,,"4,930.00",,
,SO 01123,11/30/2024 0:00,924069-1,Rustan's DS Shangrila,2,110,"924069-1
Glass Jar",Quadro - Others,0.25,MPC Merchandiser,,Fully Invoiced,sale,2,,220,,
,SO 01123,11/30/2024 0:00,1224038-1,Rustan's DS Shangrila,1,"1,475.00","1224038-1
Decorative Vase with Cover",Quadro - Table Décor,1.7,MPC Merchandiser,,Fully Invoiced,sale,1,,"1,475.00",,
,SO 01123,11/30/2024 0:00,1224040-1,Rustan's DS Shangrila,1,"1,275.00","1224040-1
Decorative Vase with Cover",Quadro - Table Décor,1.15,MPC Merchandiser,,Fully Invoiced,sale,1,,"1,275.00",,
,SO 01122,11/26/2024 0:00,924066-1,Rustan's DS Shangrila,5,175,"924066-1
Glass Jar",Quadro - Others,0.5,MPC Merchandiser,,Fully Invoiced,sale,5,,875,,
,SO 01121,11/25/2024 0:00,924066-1,Rustan's DS Shangrila,10,175,"924066-1
Glass Jar",Quadro - Others,0.5,MPC Merchandiser,,Fully Invoiced,sale,10,,"1,750.00",,
,SO 01120,11/23/2024 0:00,924077-1,Rustan's DS Shangrila,25,295,"924077-1
Small Storage Glass Jar",Quadro - Others,0.45,MPC Merchandiser,,Fully Invoiced,sale,25,,"7,375.00",,
,SO 01120,11/23/2024 0:00,924069-1,Rustan's DS Shangrila,20,110,"924069-1
Glass Jar",Quadro - Others,0.25,MPC Merchandiser,,Fully Invoiced,sale,20,,"2,200.00",,
,SO 01119,11/21/2024 0:00,OS22001-1,Rustan's DS Shangrila,1,575,"OS22001-1
3 Piece Bath Set Accesories",Quadro - Others,,MPC Merchandiser,,Fully Invoiced,sale,1,,575,,
,SO 01119,11/21/2024 0:00,924042-1,Rustan's DS Shangrila,7,575,"924042-1
3Piece Glossy White Plain Bath Set",Quadro - Others,0.8,MPC Merchandiser,,Fully Invoiced,sale,7,,"4,025.00",,
,SO 01118,11/16/2024 0:00,1123134-1,Rustan's DS Shangrila,1,"7,050.00","1123134-1
Natural Blue Crystal Glass",Quadro - Table Décor,3,MPC Merchandiser,,Fully Invoiced,sale,1,,"7,050.00",,
,SO 01117,11/13/2024 0:00,OS22001-1,Rustan's DS Shangrila,6,575,"OS22001-1
3 Piece Bath Set Accesories",Quadro - Others,,MPC Merchandiser,,Fully Invoiced,sale,6,,"3,450.00",,
,SO 01117,11/13/2024 0:00,OS22001-1,Rustan's DS Shangrila,2,575,"OS22001-1
3 Piece Bath Set Accesories",Quadro - Others,,MPC Merchandiser,,Fully Invoiced,sale,2,,"1,150.00",,
,SO 01116,11/12/2024 0:00,924042-1,Rustan's DS Shangrila,1,575,"924042-1
3Piece Glossy White Plain Bath Set",Quadro - Others,0.8,MPC Merchandiser,,Fully Invoiced,sale,1,,575,,
,SO 01116,11/12/2024 0:00,T1894-2,Rustan's DS Shangrila,1,"7,850.00","T1894-2
Copper & Marbel Flock Of Birds",Quadro - Table Décor,2,MPC Merchandiser,,Fully Invoiced,sale,1,,"7,850.00",,
,SO 01115,11/11/2024 0:00,924065-1,Rustan's DS Shangrila,1,175,"924065-1
Glass Jar",Quadro - Others,0.45,MPC Merchandiser,,Fully Invoiced,sale,1,,175,,
,SO 01115,11/11/2024 0:00,924068-1,Rustan's DS Shangrila,1,145,"924068-1
Glass Jar",Quadro - Others,0.4,MPC Merchandiser,,Fully Invoiced,sale,1,,145,,
,SO 01114,11/8/2024 0:00,1123145-1,Rustan's DS Shangrila,1,"5,050.00","1123145-1
Fish Copper Natural Mineral Stone",Quadro - Table Décor,2.6,MPC Merchandiser,,Fully Invoiced,sale,1,,"5,050.00",,
,SO 01114,11/8/2024 0:00,1123109-1B,Rustan's DS Shangrila,1,"2,050.00","1123109-1B
Black English Bulldog",Quadro - Table Décor,0.8,MPC Merchandiser,,Fully Invoiced,sale,1,,"2,050.00",,
,SO 01113,11/3/2024 0:00,924042-1,Rustan's DS Shangrila,30,575,"924042-1
3Piece Glossy White Plain Bath Set",Quadro - Others,0.8,MPC Merchandiser,,Fully Invoiced,sale,30,,"17,250.00",,
,SO 01113,11/3/2024 0:00,924043-1,Rustan's DS Shangrila,40,575,"924043-1
3Piece Glossy Black Plain Bath Set",Quadro - Others,0.8,MPC Merchandiser,,Fully Invoiced,sale,40,,"23,000.00",,
,SO 01113,11/3/2024 0:00,OS21006-1,Rustan's DS Shangrila,50,575,"OS21006-1
3 Pieces Bathroom Accessories (grey)",Quadro - Others,,MPC Merchandiser,,Fully Invoiced,sale,50,,"28,750.00",,
,SO 01113,11/3/2024 0:00,OS22001-1,Rustan's DS Shangrila,189,575,"OS22001-1
3 Piece Bath Set Accesories",Quadro - Others,,MPC Merchandiser,,Fully Invoiced,sale,189,,"108,675.00",,
,SO 01113,11/3/2024 0:00,923006-1,Rustan's DS Shangrila,3,575,"923006-1
3Piece Mosaic Bath Set ",Quadro - Others,0.8,MPC Merchandiser,,Fully Invoiced,sale,3,,"1,725.00",,
,SO 01113,11/3/2024 0:00,923007-1,Rustan's DS Shangrila,3,575,"923007-1
3 Piece Bohemian Bath Set ",Quadro - Others,0.85,MPC Merchandiser,,Fully Invoiced,sale,3,,"1,725.00",,
,SO 01112,11/2/2024 0:00,924065-1,Rustan's DS Shangrila,1,175,"924065-1
Glass Jar",Quadro - Others,0.45,MPC Merchandiser,,Fully Invoiced,sale,1,,175,,
,SO 01112,11/2/2024 0:00,924066-1,Rustan's DS Shangrila,1,175,"924066-1
Glass Jar",Quadro - Others,0.5,MPC Merchandiser,,Fully Invoiced,sale,1,,175,,
,SO 01112,11/2/2024 0:00,924069-1,Rustan's DS Shangrila,10,110,"924069-1
Glass Jar",Quadro - Others,0.25,MPC Merchandiser,,Fully Invoiced,sale,10,,"1,100.00",,
,SO 01111,11/1/2024 0:00,924042-1,Rustan's DS Shangrila,2,575,"924042-1
3Piece Glossy White Plain Bath Set",Quadro - Others,0.8,MPC Merchandiser,,Fully Invoiced,sale,2,,"1,150.00",,
,SO 01098,11/30/2024 0:00,1123113-1B,Rustan's DS Makati,1,"1,850.00","1123113-1B
Black Chien Balloon Dog",Quadro - Table Décor,0.5,MPC Merchandiser,,Fully Invoiced,sale,1,,"1,850.00",,
,SO 01097,11/29/2024 0:00,924067-1,Rustan's DS Makati,2,145,"924067-1
Glass Jar",Quadro - Others,0.35,MPC Merchandiser,,Fully Invoiced,sale,2,,290,,
,SO 01096,11/28/2024 0:00,1123113-1B,Rustan's DS Makati,1,"1,850.00","1123113-1B
Black Chien Balloon Dog",Quadro - Table Décor,0.5,MPC Merchandiser,,Fully Invoiced,sale,1,,"1,850.00",,
,SO 01095,11/23/2024 0:00,1123113-1B,Rustan's DS Makati,1,"1,850.00","1123113-1B
Black Chien Balloon Dog",Quadro - Table Décor,0.5,MPC Merchandiser,,Fully Invoiced,sale,1,,"1,850.00",,
,SO 01094,11/21/2024 0:00,924075-1,Rustan's DS Makati,1,695,"924075-1
Large Storage Glass Jar",Quadro - Others,1.1,MPC Merchandiser,,Fully Invoiced,sale,1,,695,,
,SO 01094,11/21/2024 0:00,923004-1,Rustan's DS Makati,4,575,"923004-1
3 Piece Glossy White Plain Bath Set ",Quadro - Others,0.8,MPC Merchandiser,,Fully Invoiced,sale,4,,"2,300.00",,
,SO 01094,11/21/2024 0:00,923007-1,Rustan's DS Makati,1,575,"923007-1
3 Piece Bohemian Bath Set ",Quadro - Others,0.85,MPC Merchandiser,,Fully Invoiced,sale,1,,575,,
,SO 01093,11/20/2024 0:00,923003-1,Rustan's DS Makati,1,575,"923003-1
3 Piece Bohemian Bath Set ",Quadro - Others,0.8,MPC Merchandiser,,Fully Invoiced,sale,1,,575,,
,SO 01092,11/16/2024 0:00,924067-1,Rustan's DS Makati,1,145,"924067-1
Glass Jar",Quadro - Others,0.35,MPC Merchandiser,,Fully Invoiced,sale,1,,145,,
,SO 01092,11/16/2024 0:00,924068-1,Rustan's DS Makati,2,145,"924068-1
Glass Jar",Quadro - Others,0.4,MPC Merchandiser,,Fully Invoiced,sale,2,,290,,
,SO 01092,11/16/2024 0:00,924066-1,Rustan's DS Makati,14,175,"924066-1
Glass Jar",Quadro - Others,0.5,MPC Merchandiser,,Fully Invoiced,sale,14,,"2,450.00",,
,SO 01091,11/15/2024 0:00,924066-1,Rustan's DS Makati,2,175,"924066-1
Glass Jar",Quadro - Others,0.5,MPC Merchandiser,,Fully Invoiced,sale,2,,350,,
,SO 01091,11/15/2024 0:00,1123113-1B,Rustan's DS Makati,1,"1,850.00","1123113-1B
Black Chien Balloon Dog",Quadro - Table Décor,0.5,MPC Merchandiser,,Fully Invoiced,sale,1,,"1,850.00",,
,SO 01091,11/15/2024 0:00,1123113-1W,Rustan's DS Makati,1,"1,850.00","1123113-1W
White Chien Balloon Dog",Quadro - Table Décor,0.5,MPC Merchandiser,,Fully Invoiced,sale,1,,"1,850.00",,
