id,Order Reference,Delivery Date,Product,Customer,Quantity,Unit Price,Description,Product Category,Weight,Salesperson,Type of Payment,Invoice Status,Order Status,Delivery Quantity,Barcode SKU,Subtotal,Variant SKU,Spatio Description
,SO 01090,11/9/2024 0:00,923004-1,Rustan's DS Makati,1,575,"923004-1
3 Piece Glossy White Plain Bath Set ",Quadro - Others,0.8,MPC Merchandiser,,Fully Invoiced,sale,1,,575,,
,SO 01090,11/9/2024 0:00,1123113-1W,Rustan's DS Makati,2,"1,850.00","1123113-1W
White Chien Balloon Dog",Quadro - Table Décor,0.5,MPC Merchandiser,,Fully Invoiced,sale,2,,"3,700.00",,
,SO 01090,11/9/2024 0:00,1123116-1W,Rustan's DS Makati,1,"1,850.00","1123116-1W
White Popek Balloon Dog",Quadro - Table Décor,0.55,MPC Merchandiser,,Fully Invoiced,sale,1,,"1,850.00",,
,SO 01089,11/8/2024 0:00,T1949-1,Rustan's DS Makati,1,"6,350.00","T1949-1
Copper Crystal Marble - Crane",Quadro - Table Décor,,MPC Merchandiser,,Fully Invoiced,sale,1,,"6,350.00",T1949-1,
,SO 01089,11/8/2024 0:00,T1950-1,Rustan's DS Makati,1,"6,350.00","T1950-1
Copper Crystal Marble - Crane",Quadro - Table Décor,,MPC Merchandiser,,Fully Invoiced,sale,1,,"6,350.00",,
,SO 01089,11/8/2024 0:00,T1951-1,Rustan's DS Makati,1,"6,350.00","T1951-1
Copper Crystal Marble - Crane",Quadro - Table Décor,,MPC Merchandiser,,Fully Invoiced,sale,1,,"6,350.00",,
,SO 01088,11/4/2024 0:00,1123145-1,Rustan's DS Makati,1,"5,050.00","1123145-1
Fish Copper Natural Mineral Stone",Quadro - Table Décor,2.6,MPC Merchandiser,,Fully Invoiced,sale,1,,"5,050.00",,
,SO 01087,11/3/2024 0:00,1123127-1,Rustan's DS Makati,1,"2,350.00","1123127-1
Luxury Fruit Bowl Glass Tray",Quadro - Table Décor,1.8,MPC Merchandiser,,Fully Invoiced,sale,1,,"2,350.00",,
,SO 01087,11/3/2024 0:00,1123112-1W,Rustan's DS Makati,1,"2,050.00","1123112-1W
White Corgi Dog",Quadro - Table Décor,0.55,MPC Merchandiser,,Fully Invoiced,sale,1,,"2,050.00",,
,SO 01086,11/2/2024 0:00,924075-1,Rustan's DS Makati,1,695,"924075-1
Large Storage Glass Jar",Quadro - Others,1.1,MPC Merchandiser,,Fully Invoiced,sale,1,,695,,
,SO 01086,11/2/2024 0:00,924066-1,Rustan's DS Makati,15,175,"924066-1
Glass Jar",Quadro - Others,0.5,MPC Merchandiser,,Fully Invoiced,sale,15,,"2,625.00",,
,SO 01086,11/2/2024 0:00,924069-1,Rustan's DS Makati,5,110,"924069-1
Glass Jar",Quadro - Others,0.25,MPC Merchandiser,,Fully Invoiced,sale,5,,550,,
,SO 01085,11/1/2024 0:00,OS22001-1,Rustan's DS Makati,1,575,"OS22001-1
3 Piece Bath Set Accesories",Quadro - Others,,MPC Merchandiser,,Fully Invoiced,sale,1,,575,,
,SO 01085,11/1/2024 0:00,923005-1,Rustan's DS Makati,1,575,"923005-1
3 Piece Glossy Black Plain Bath Set ",Quadro - Others,0.85,MPC Merchandiser,,Fully Invoiced,sale,1,,575,,
,SO 01110,11/30/2024 0:00,923004-1,Rustan's DS Ayala-Alabang,1,575,"923004-1
3 Piece Glossy White Plain Bath Set ",Quadro - Others,0.8,MPC Merchandiser,,Fully Invoiced,sale,1,,575,,
,SO 01110,11/30/2024 0:00,923005-1,Rustan's DS Ayala-Alabang,1,575,"923005-1
3 Piece Glossy Black Plain Bath Set ",Quadro - Others,0.85,MPC Merchandiser,,Fully Invoiced,sale,1,,575,,
,SO 01109,11/25/2024 0:00,1123134-1,Rustan's DS Ayala-Alabang,1,"7,050.00","1123134-1
Natural Blue Crystal Glass",Quadro - Table Décor,3,MPC Merchandiser,,Fully Invoiced,sale,1,,"7,050.00",,
,SO 01108,11/23/2024 0:00,1123049-1,Rustan's DS Ayala-Alabang,1,"6,850.00","1123049-1
Agate Crystal Bookends Agate",Quadro - Table Décor,2.95,MPC Merchandiser,,Fully Invoiced,sale,1,,"6,850.00",,
,SO 01108,11/23/2024 0:00,1123137-1,Rustan's DS Ayala-Alabang,1,"7,050.00","1123137-1
Bird Copper Agate Marble",Quadro - Table Décor,2.1,MPC Merchandiser,,Fully Invoiced,sale,1,,"7,050.00",,
,SO 01108,11/23/2024 0:00,1123141-1,Rustan's DS Ayala-Alabang,1,"4,050.00","1123141-1
Copper Natural Marble Base",Quadro - Table Décor,1.4,MPC Merchandiser,,Fully Invoiced,sale,1,,"4,050.00",,
,SO 01107,11/16/2024 0:00,1123120-1B,Rustan's DS Ayala-Alabang,1,"2,050.00","1123120-1B
Black French Bulldog",Quadro - Table Décor,0.5,MPC Merchandiser,,Fully Invoiced,sale,1,,"2,050.00",,
,SO 01106,11/13/2024 0:00,923025-2,Rustan's DS Ayala-Alabang,1,"1,850.00","923025-2
2Piece Wooden Accent Tray",Quadro - Others,,MPC Merchandiser,,Fully Invoiced,sale,1,,"1,850.00",,
,SO 01105,11/12/2024 0:00,924065-1,Rustan's DS Ayala-Alabang,9,175,"924065-1
Glass Jar",Quadro - Others,0.45,MPC Merchandiser,,Fully Invoiced,sale,9,,"1,575.00",,
,SO 01105,11/12/2024 0:00,924066-1,Rustan's DS Ayala-Alabang,4,175,"924066-1
Glass Jar",Quadro - Others,0.5,MPC Merchandiser,,Fully Invoiced,sale,4,,700,,
,SO 01104,11/10/2024 0:00,924065-1,Rustan's DS Ayala-Alabang,3,175,"924065-1
Glass Jar",Quadro - Others,0.45,MPC Merchandiser,,Fully Invoiced,sale,3,,525,,
,SO 01104,11/10/2024 0:00,924066-1,Rustan's DS Ayala-Alabang,3,175,"924066-1
Glass Jar",Quadro - Others,0.5,MPC Merchandiser,,Fully Invoiced,sale,3,,525,,
,SO 01104,11/10/2024 0:00,923004-1,Rustan's DS Ayala-Alabang,1,575,"923004-1
3 Piece Glossy White Plain Bath Set ",Quadro - Others,0.8,MPC Merchandiser,,Fully Invoiced,sale,1,,575,,
,SO 01104,11/10/2024 0:00,OS22001-1,Rustan's DS Ayala-Alabang,1,575,"OS22001-1
3 Piece Bath Set Accesories",Quadro - Others,,MPC Merchandiser,,Fully Invoiced,sale,1,,575,,
,SO 01103,11/9/2024 0:00,924065-1,Rustan's DS Ayala-Alabang,6,175,"924065-1
Glass Jar",Quadro - Others,0.45,MPC Merchandiser,,Fully Invoiced,sale,6,,"1,050.00",,
,SO 01103,11/9/2024 0:00,924066-1,Rustan's DS Ayala-Alabang,6,175,"924066-1
Glass Jar",Quadro - Others,0.5,MPC Merchandiser,,Fully Invoiced,sale,6,,"1,050.00",,
,SO 01102,11/5/2024 0:00,924065-1,Rustan's DS Ayala-Alabang,1,175,"924065-1
Glass Jar",Quadro - Others,0.45,MPC Merchandiser,,Fully Invoiced,sale,1,,175,,
,SO 01102,11/5/2024 0:00,924066-1,Rustan's DS Ayala-Alabang,1,175,"924066-1
Glass Jar",Quadro - Others,0.5,MPC Merchandiser,,Fully Invoiced,sale,1,,175,,
,SO 01101,11/3/2024 0:00,924066-1,Rustan's DS Ayala-Alabang,2,175,"924066-1
Glass Jar",Quadro - Others,0.5,MPC Merchandiser,,Fully Invoiced,sale,2,,350,,
,SO 01101,11/3/2024 0:00,923003-1,Rustan's DS Ayala-Alabang,1,575,"923003-1
3 Piece Bohemian Bath Set ",Quadro - Others,0.8,MPC Merchandiser,,Fully Invoiced,sale,1,,575,,
,SO 01100,11/2/2024 0:00,924067-1,Rustan's DS Ayala-Alabang,1,145,"924067-1
Glass Jar",Quadro - Others,0.35,MPC Merchandiser,,Fully Invoiced,sale,1,,145,,
,SO 01099,11/1/2024 0:00,924067-1,Rustan's DS Ayala-Alabang,18,145,"924067-1
Glass Jar",Quadro - Others,0.35,MPC Merchandiser,,Fully Invoiced,sale,18,,"2,610.00",,
,SO 01099,11/1/2024 0:00,924068-1,Rustan's DS Ayala-Alabang,24,145,"924068-1
Glass Jar",Quadro - Others,0.4,MPC Merchandiser,,Fully Invoiced,sale,24,,"3,480.00",,
,SO 01125,10/29/2024 17:00,1122001-1,Multiflex RNC Phil - Greenhills,1,"1,299.00","1122001-1
Walking Elephant",Quadro - Table Décor,,Inventory Audit,,Fully Invoiced,sale,1,,"1,299.00",,
,SO 01125,10/29/2024 17:00,T1868-2N,Multiflex RNC Phil - Greenhills,1,"3,999.75","T1868-2N
Resin - Horse",Quadro - Table Décor,,Inventory Audit,,Fully Invoiced,sale,1,,"3,999.75",T1868-2N,
,SO 01125,10/29/2024 17:00,T18227-1N,Multiflex RNC Phil - Greenhills,1,"2,299.75","T18227-1N
Resin - Beagle Dog",Quadro - Table Décor,,Inventory Audit,,Fully Invoiced,sale,1,,"2,299.75",T18227-1,
,SO 01125,10/29/2024 17:00,1122004-1,Multiflex RNC Phil - Greenhills,1,"1,999.00","1122004-1
Sitting Elephant",Quadro - Table Décor,,Inventory Audit,,Fully Invoiced,sale,1,,"1,999.00",,
,SO 01125,10/29/2024 17:00,1122003-1,Multiflex RNC Phil - Greenhills,1,"1,299.00","1122003-1
Sitting Elephant",Quadro - Table Décor,,Inventory Audit,,Fully Invoiced,sale,1,,"1,299.00",,
,SO 01125,10/29/2024 17:00,1122002-1,Multiflex RNC Phil - Greenhills,1,"1,999.00","1122002-1
Walking Elephant",Quadro - Table Décor,,Inventory Audit,,Fully Invoiced,sale,1,,"1,999.00",,
,SO 01124,10/20/2024 17:00,M21022-10,Multiflex RNC Phil - Valenzuela,1,"10,999.00","M21022-10
Decorative Mirror Crysteline ",Quadro - Mirror,,Inventory Audit,,Fully Invoiced,sale,1,,"10,999.00",M21022-10,
,SO 01081,11/30/2024 9:00,"Rmspy (TSAP, 250ml, FBA)",RDS Ermita,1,399,"Rmspy (TSAP, 250ml, FBA)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,399,,
,SO 01081,11/30/2024 9:00,"Rmspy (TSAP, 250ml, CTL)",RDS Ermita,1,399,"Rmspy (TSAP, 250ml, CTL)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,399,,
,SO 01081,11/30/2024 9:00,"Wsol (AG, 20ml, LAV)",RDS Ermita,1,119,"Wsol (AG, 20ml, LAV)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,119,,
,SO 01081,11/30/2024 9:00,"Wsol (AP, 50ml, FBA)",RDS Ermita,1,179,"Wsol (AP, 50ml, FBA)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,179,,
,SO 01081,11/30/2024 9:00,1123098-1,RDS Ermita,1,399,"1123098-1
Diamond Shaped Jar W/ Lid - Orange S",Quadro - Table Décor,0.55,MPC Prep Staff,,Fully Invoiced,sale,1,,399,,
,SO 01081,11/30/2024 9:00,1224061-1,RDS Ermita,1,279,"1224061-1
Decorative Vase white",Quadro - Table Décor,0.4,MPC Prep Staff,,Fully Invoiced,sale,1,,279,,
,SO 01081,11/30/2024 9:00,1224045-1,RDS Ermita,1,399,"1224045-1
Decorative Vase white",Quadro - Table Décor,0.35,MPC Prep Staff,,Fully Invoiced,sale,1,,399,,
,SO 01081,11/30/2024 9:00,"Soy Candle (CGJL, 4oz, LAV, w/ sticker)",RDS Ermita,1,289,"Soy Candle (CGJL, 4oz, LAV, w/ sticker)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,289,1.52705E+13,
,SO 01082,11/30/2024 10:00,T21086-1,RDS Alabang,1,399,"T21086-1
Ceramic - Vase (Blue)",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,399,T21086-1,
,SO 01082,11/30/2024 10:00,1123094-1,RDS Alabang,1,499,"1123094-1
Diamond Shaped Jar W/ Lid - Orange M",Quadro - Table Décor,0.55,MPC Prep Staff,,Fully Invoiced,sale,1,,499,,
,SO 01082,11/30/2024 10:00,1123096-1,RDS Alabang,1,399,"1123096-1
Diamond Shaped Jar W/ Lid - Pink S",Quadro - Table Décor,0.55,MPC Prep Staff,,Fully Invoiced,sale,1,,399,,
,SO 01082,11/30/2024 10:00,"Rmspy (TSAP, 250ml, LEM)",RDS Alabang,1,399,"Rmspy (TSAP, 250ml, LEM)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,399,,
,SO 01082,11/30/2024 10:00,"Soy Candle (RBTC, 2oz, EUC, w/ sticker)",RDS Alabang,1,189,"Soy Candle (RBTC, 2oz, EUC, w/ sticker)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,189,1.52705E+13,
,SO 01073,11/30/2024 10:00,06028-403,HD Ortigas,1,100,"06028-403
Ceramic Candle Holder (Yellow)",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,100,06028-403,
,SO 01073,11/30/2024 10:00,06029-403,HD Ortigas,1,100,"06029-403
Ceramic Candle Holder (Yellow)",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,100,06029-403,
,SO 01073,11/30/2024 10:00,M1654-19,HD Ortigas,1,"6,999.75","M1654-19
Mirror - Althea Champagne Gold",Quadro - Mirror,12.75,MPC Prep Staff,,Fully Invoiced,sale,1,,"6,999.75",,
,SO 01073,11/30/2024 10:00,824003-5,HD Ortigas,1,"2,499.00","824003-5
Standing Mirror",Quadro - Mirror,4.25,MPC Prep Staff,,Fully Invoiced,sale,1,,"2,499.00",,
,SO 01073,11/30/2024 10:00,824006-5,HD Ortigas,1,"2,499.00","824006-5
Standing Mirror",Quadro - Mirror,4.55,MPC Prep Staff,,Fully Invoiced,sale,1,,"2,499.00",,
,SO 01073,11/30/2024 10:00,1123089-1,HD Ortigas,2,499,"1123089-1
Diamond Shaped Jar W/ Lid - Clear M",Quadro - Table Décor,0.55,MPC Prep Staff,,Fully Invoiced,sale,2,,998,,
,SO 01073,11/30/2024 10:00,1123093-1,HD Ortigas,1,499,"1123093-1
Diamond Shaped Jar W/ Lid - Green M",Quadro - Table Décor,0.55,MPC Prep Staff,,Fully Invoiced,sale,1,,499,,
,SO 01073,11/30/2024 10:00,1123095-1,HD Ortigas,1,399,"1123095-1
Diamond Shaped Jar W/ Lid - White S",Quadro - Table Décor,0.55,MPC Prep Staff,,Fully Invoiced,sale,1,,399,,
,SO 01073,11/30/2024 10:00,1123096-1,HD Ortigas,1,399,"1123096-1
Diamond Shaped Jar W/ Lid - Pink S",Quadro - Table Décor,0.55,MPC Prep Staff,,Fully Invoiced,sale,1,,399,,
,SO 01073,11/30/2024 10:00,1223030-1,HD Ortigas,1,279,"1223030-1
Vase",Quadro - Table Décor,0.65,MPC Prep Staff,,Fully Invoiced,sale,1,,279,,
,SO 01073,11/30/2024 10:00,1224063-1,HD Ortigas,1,299,"1224063-1
Decorative Vase white",Quadro - Table Décor,0.25,MPC Prep Staff,,Fully Invoiced,sale,1,,299,,
,SO 01073,11/30/2024 10:00,T21072-1,HD Ortigas,1,399.75,"T21072-1
Candle Holder",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,399.75,T21072-1,harmony n homes candle holder 13x10cm
,SO 01073,11/30/2024 10:00,M22004-6,HD Ortigas,1,"1,999.00","M22004-6
Plastic Round Mirror - Yuri",Quadro - Mirror,,MPC Prep Staff,,Fully Invoiced,sale,1,,"1,999.00",M22004-6,
,SO 01073,11/30/2024 10:00,T21126-1,HD Ortigas,1,187.5,"T21126-1
Td - Ceramic Bunny Vase White",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,187.5,T21126-1,
,SO 01073,11/30/2024 10:00,09334-200,HD Ortigas,1,899.75,"09334-200
Colored Tapered Vase
",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,899.75,,
,SO 01073,11/30/2024 10:00,14168-1-404,HD Ortigas,1,250,"14168-1-404
Grass Bush X7",Floral,,MPC Prep Staff,,Fully Invoiced,sale,1,,250,,
,SO 01073,11/30/2024 10:00,23028-1-344,HD Ortigas,1,87.5,"23028-1-344
Panicum Grass bush (yellow)",Floral,,MPC Prep Staff,,Fully Invoiced,sale,1,,87.5,,
,SO 01073,11/30/2024 10:00,1123096-1,HD Ortigas,1,399,"1123096-1
Diamond Shaped Jar W/ Lid - Pink S",Quadro - Table Décor,0.55,MPC Prep Staff,,Fully Invoiced,sale,1,,399,,
,SO 01073,11/30/2024 10:00,1123097-1,HD Ortigas,1,399,"1123097-1
Diamond Shaped Jar W/ Lid - Green S",Quadro - Table Décor,0.55,MPC Prep Staff,,Fully Invoiced,sale,1,,399,,
,SO 01073,11/30/2024 10:00,1123098-1,HD Ortigas,2,399,"1123098-1
Diamond Shaped Jar W/ Lid - Orange S",Quadro - Table Décor,0.55,MPC Prep Staff,,Fully Invoiced,sale,2,,798,,
,SO 01073,11/30/2024 10:00,1123101-1,HD Ortigas,1,599,"1123101-1
Diamond Shaped Jar W/ Lid - Green L",Quadro - Table Décor,0.8,MPC Prep Staff,,Fully Invoiced,sale,1,,599,,
,SO 01073,11/30/2024 10:00,1223097-2,HD Ortigas,1,"1,299.00","1223097-2
Handmade Woven Brown Vase",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,"1,299.00",,
,SO 01073,11/30/2024 10:00,1223098-2,HD Ortigas,1,999,"1223098-2
Handmade Woven Brown Vase",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,999,,
,SO 01073,11/30/2024 10:00,924069-1,HD Ortigas,1,99,"924069-1
Glass Jar",Quadro - Others,0.25,MPC Prep Staff,,Fully Invoiced,sale,1,,99,,
,SO 01073,11/30/2024 10:00,23027-1-344,HD Ortigas,1,62.5,"23027-1-344
Panicum Grass bush (white)",Floral,,MPC Prep Staff,,Fully Invoiced,sale,1,,62.5,,
,SO 01076,11/30/2024 10:00,1123046-1,HD Commonwealth,1,"1,299.00","1123046-1
3Piece European Gold Kandelaars",Quadro - Table Décor,0.45,MPC Prep Staff,,Fully Invoiced,sale,1,,"1,299.00",,harmony n homes candle holder 3pc1123046
,SO 01076,11/30/2024 10:00,824003-5,HD Commonwealth,1,"2,499.00","824003-5
Standing Mirror",Quadro - Mirror,4.25,MPC Prep Staff,,Fully Invoiced,sale,1,,"2,499.00",,
,SO 01076,11/30/2024 10:00,T21091-1,HD Commonwealth,1,299.75,"T21091-1
Ceramic - Vase (Pink)",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,299.75,T21091-1,
,SO 01076,11/30/2024 10:00,T21090-1,HD Commonwealth,1,299.75,"T21090-1
Ceramic - Vase (Violet)",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,299.75,T21090-1,
,SO 01076,11/30/2024 10:00,T21136-1,HD Commonwealth,2,199.75,"T21136-1
Td - Ceramic Vases Pink",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,2,,399.5,T21136-1,
,SO 01076,11/30/2024 10:00,17-06099-5BK,HD Commonwealth,1,"2,299.75","17-06099-5BK
Clock",Quadro - Clock,,MPC Prep Staff,,Fully Invoiced,sale,1,,"2,299.75",17-06099-5BK,
,SO 01074,11/30/2024 10:00,1123117-1B,HD Balintawak,2,999,"1123117-1B
Black French Bulldog",Quadro - Table Décor,0.35,MPC Prep Staff,,Fully Invoiced,sale,2,,"1,998.00",,
,SO 01074,11/30/2024 10:00,923014-2,HD Balintawak,1,"1,799.00","923014-2
2Piece Wooden Fruit Tray",Quadro - Others,1.05,MPC Prep Staff,,Fully Invoiced,sale,1,,"1,799.00",,
,SO 01074,11/30/2024 10:00,T21118-1,HD Balintawak,1,799.75,"T21118-1
Td - Ceramic Vases Green",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,799.75,T21118-1,
,SO 01074,11/30/2024 10:00,1223098-2,HD Balintawak,1,999,"1223098-2
Handmade Woven Brown Vase",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,999,,
,SO 01074,11/30/2024 10:00,824007-5,HD Balintawak,1,"2,499.00","824007-5
Standing Mirror",Quadro - Mirror,4.55,MPC Prep Staff,,Fully Invoiced,sale,1,,"2,499.00",,
,SO 01075,11/30/2024 10:00,1123048-1,HD Alabang,1,"1,499.00","1123048-1
3Piece European Gold Kandelaars",Quadro - Table Décor,0.5,MPC Prep Staff,,Fully Invoiced,sale,1,,"1,499.00",,harmony n homes candle holder 3pc1123048
,SO 01075,11/30/2024 10:00,RD16390-6,HD Alabang,1,"1,200.00","RD16390-6
Resin - Anastacia",Quadro - 3D,,MPC Prep Staff,,Fully Invoiced,sale,1,,"1,200.00",RD16390-6,
,SO 01075,11/30/2024 10:00,W1574-5,HD Alabang,1,"1,500.00","W1574-5
Led - Hope Runs Deep",Quadro - Wall Art,,MPC Prep Staff,,Fully Invoiced,sale,1,,"1,500.00",W1574-5,
,SO 01075,11/30/2024 10:00,1324042-6,HD Alabang,1,"2,500.00","1324042-6
Assorted Wall arts",Quadro - Wall Art,3.55,MPC Prep Staff,,Fully Invoiced,sale,1,,"2,500.00",,
,SO 01075,11/30/2024 10:00,824006-5,HD Alabang,1,"2,499.00","824006-5
Standing Mirror",Quadro - Mirror,4.55,MPC Prep Staff,,Fully Invoiced,sale,1,,"2,499.00",,
,SO 01075,11/30/2024 10:00,T21141-1,HD Alabang,1,299.75,"T21141-1
Td - Ceramic Vases Red",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,299.75,T21141-1,
,SO 01075,11/30/2024 10:00,T21142-1,HD Alabang,1,499.75,"T21142-1
Td - Ceramic Vases Red",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,499.75,T21142-1,
,SO 01075,11/30/2024 10:00,T18147-1,HD Alabang,2,899.75,"T18147-1
17Cm Square Dome Vase",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,2,,"1,799.50",T18147-1,
,SO 01075,11/30/2024 10:00,1123117-1W,HD Alabang,1,999,"1123117-1W
White French Bulldog",Quadro - Table Décor,0.35,MPC Prep Staff,,Fully Invoiced,sale,1,,999,,
,SO 01070,11/30/2024 14:00,T16122-1,RDS Ermita,1,599.75,"T16122-1
Lagoon Black Vase",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,599.75,T16122-1,
,SO 01070,11/30/2024 14:00,T16260-1,RDS Ermita,1,599.75,"T16260-1
22 Cm Cloche Wooden Dome Vase",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,599.75,T16260-1,
,SO 01070,11/30/2024 14:00,T21157-1,RDS Ermita,2,199,"T21157-1
Ceramic - Vase (White)",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,2,,398,T21157-1,
,SO 01070,11/30/2024 14:00,1223021-1,RDS Ermita,1,329,"1223021-1
 Vase White",Quadro - Table Décor,0.5,MPC Prep Staff,,Fully Invoiced,sale,1,,329,,
,SO 01070,11/30/2024 14:00,1224063-1,RDS Ermita,1,299,"1224063-1
Decorative Vase white",Quadro - Table Décor,0.25,MPC Prep Staff,,Fully Invoiced,sale,1,,299,,
,SO 01070,11/30/2024 14:00,"Rmspy (TSAP, 250ml, LAV)",RDS Ermita,2,399,"Rmspy (TSAP, 250ml, LAV)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,2,,798,,
,SO 01070,11/30/2024 14:00,"Rmspy (TSAP, 250ml, EUC)",RDS Ermita,1,399,"Rmspy (TSAP, 250ml, EUC)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,399,,
,SO 01070,11/30/2024 14:00,"Wsol (AP, 50ml, SOL)",RDS Ermita,1,179,"Wsol (AP, 50ml, SOL)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,179,,
,SO 01070,11/30/2024 14:00,"Soy Candle (CGJL, 4oz, FBA, w/ sticker)",RDS Ermita,1,289,"Soy Candle (CGJL, 4oz, FBA, w/ sticker)",Fragrance / Finished Goods,,MPC Prep Staff,,Fully Invoiced,sale,1,,289,1.52807E+13,
,SO 01072,11/30/2024 14:00,123348-10,RDS Spatio,1,"7,999.00","123348-10
Geometric Square Art ",Quadro - 3D,9.5,MPC Prep Staff,,Fully Invoiced,sale,1,,"7,999.00",,harmony n homes frame geo square art 348
,SO 01072,11/30/2024 14:00,123330-15,RDS Spatio,1,"12,999.00","123330-15
Carved Geometric Design",Quadro - 3D,15.6,MPC Prep Staff,,Fully Invoiced,sale,1,,"12,999.00",,harmony n homes frame geometric design30
,SO 01072,11/30/2024 14:00,09376-136,RDS Spatio,1,699,"09376-136
Cylinder (Violet)",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,699,,harmony n homes vase cylinder vio 8x18cm
,SO 01071,11/30/2024 14:00,M1703-12,RDS Alabang,1,"3,999.75","M1703-12
Mirror (white",Quadro - Mirror,7.3,MPC Prep Staff,,Fully Invoiced,sale,1,,"3,999.75",M1703-12,
,SO 01071,11/30/2024 14:00,T16122-1,RDS Alabang,1,599.75,"T16122-1
Lagoon Black Vase",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,599.75,T16122-1,
,SO 01071,11/30/2024 14:00,T21136-1,RDS Alabang,1,199.75,"T21136-1
Td - Ceramic Vases Pink",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,199.75,T21136-1,
,SO 01071,11/30/2024 14:00,M22005-6,RDS Alabang,1,"1,999.00","M22005-6
Plastic Round Mirror - Heru",Quadro - Mirror,,MPC Prep Staff,,Fully Invoiced,sale,1,,"1,999.00",M22005-6,
,SO 01071,11/30/2024 14:00,T21142-1,RDS Alabang,1,499,"T21142-1
Td - Ceramic Vases Red",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,499,T21142-1,
,SO 01071,11/30/2024 14:00,T21157-1,RDS Alabang,1,199,"T21157-1
Ceramic - Vase (White)",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,199,T21157-1,
,SO 01071,11/30/2024 14:00,1223007-1,RDS Alabang,1,329,"1223007-1
 Vase Gray",Quadro - Table Décor,0.45,MPC Prep Staff,,Fully Invoiced,sale,1,,329,,
,SO 01071,11/30/2024 14:00,1123088-1,RDS Alabang,2,399,"1123088-1
Diamond Shaped Jar W/ Lid - Clear S",Quadro - Table Décor,0.5,MPC Prep Staff,,Fully Invoiced,sale,2,,798,,
,SO 01071,11/30/2024 14:00,1223030-1,RDS Alabang,2,279,"1223030-1
Vase",Quadro - Table Décor,0.65,MPC Prep Staff,,Fully Invoiced,sale,2,,558,,
,SO 01071,11/30/2024 14:00,1223032-1,RDS Alabang,2,279,"1223032-1
Vase",Quadro - Table Décor,0.65,MPC Prep Staff,,Fully Invoiced,sale,2,,558,,
,SO 01071,11/30/2024 14:00,1123046-1,RDS Alabang,1,"1,299.00","1123046-1
3Piece European Gold Kandelaars",Quadro - Table Décor,0.45,MPC Prep Staff,,Fully Invoiced,sale,1,,"1,299.00",,harmony n homes candle holder 3pc1123046
,SO 01071,11/30/2024 14:00,1223097-2,RDS Alabang,1,"1,299.00","1223097-2
Handmade Woven Brown Vase",Quadro - Table Décor,,MPC Prep Staff,,Fully Invoiced,sale,1,,"1,299.00",,
,SO 01071,11/30/2024 14:00,924065-1,RDS Alabang,1,179,"924065-1
Glass Jar",Quadro - Others,0.45,MPC Prep Staff,,Fully Invoiced,sale,1,,179,,
,SO 01071,11/30/2024 14:00,924066-1,RDS Alabang,1,179,"924066-1
Glass Jar",Quadro - Others,0.5,MPC Prep Staff,,Fully Invoiced,sale,1,,179,,
