Product,OH SKU,OH SRP,SMH SKU,SMH PRICE
TS1969-1,203039229251,6999.75,0,0
T1643-1,203039195823,2799.75,0,0
123495-12,203039226631,12999.75,0,0
123494-12,203039226631,12999.75,0,0
123493-12,203039226631,12999.75,0,0
D22010-12,203039226631,12999.75,0,0
123481-8,203039197338,6999.75,0,0
123480-8,203039197337,6999.75,0,0
123478-8,203039197338,6999.75,0,0
123477-8,203039197337,6999.75,0,0
123476-8,203039197336,6999.75,0,0
123469-8,203039197338,6999.75,0,0
123468-8,203039197337,6999.75,0,0
123467-8,203039197336,6999.75,0,0
123463-6,203039230218,4999,0,0
123462-6,203039230217,4999,0,0
123461-6,203039230216,4999,0,0
123454-6,203039230218,4999,0,0
123453-6,203039230217,4999,0,0
123452-6,203039230216,4999,0,0
123451-4,203039231878,2799,0,0
123450-4,203039231877,2799,0,0
123449-4,203039231876,2799,0,0
123429-20,203039226633,22999.75,0,0
123419-7,203039197338,6999.75,0,0
123418-12,203039226637,12999.75,0,0
123417-7,203039197338,6999.75,0,0
123394-5,203039223848,4999.75,0,0
123393-5,203039223848,4999.75,0,0
123388-5,203039223848,4999.75,0,0
123387-5,203039223848,4999.75,0,0
123386-5,203039223848,4999.75,0,0
123300-12,203039233864,9999,0,0
123299-12,203039233865,9999,0,0
123508-4,203039231878,2799,0,0
123507-4,203039231877,2799,0,0
123506-4,203039231876,2799,0,0
123445-4,203039231878,2799,0,0
123444-4,203039231877,2799,0,0
123442-4,203039231878,2799,0,0
123441-4,203039231877,2799,0,0
123440-4,203039231876,2799,0,0
123334-15,203039233931,12999,0,0
123333-15,203039233930,12999,0,0
123191-10,203039227043,4999,0,0
123209-10,203039227043,4999,0,0
M1725-12,203039107641,3999.75,0,0
5011133-10,203039183923,8499.88,0,0
123135-7,203039197336,6999.75,0,0
123246-8,203010426521,3999,0,0
822009-16,203039214053,4799.75,0,0
1176361-9BR,203039223845,8999.75,0,0
M1665-10,203039228068,6999,0,0
1742055-17,203039123022,5499.88,0,0
D17100-6,203039226639,5999.75,0,0
123212-10,203039231484,7999,0,0
1223068-2,203039233836,2299,0,0
1223067-2,203039233835,2499,0,0
1223074-1,203039233840,1999,0,0
1223073-1,203039233839,2299,0,0
1223056-1,203039233838,1999,0,0
1223055-1,203039233837,2299,0,0
1223052-1,203039233834,2299,0,0
1223051-1,203039233833,2499,0,0
1223062-1,203039233832,2299,0,0
1223061-1,203039233831,2499,0,0
1305355-10,203039183923,8499.88,0,0
1323138-12,203039194345,7999.75,0,0
1323136-12,203039194345,7999.75,0,0
923010-2,203039233031,1799,0,0
923014-2,203039233031,1799,0,0
923013-2,203039233031,1799,0,0
923017-2,203039233031,1799,0,0
RD15245-7,203039181427,6499.88,0,0
1177028-6D6,203039223848,4999.75,0,0
W18361-9,203039195070,3799.75,0,0
123244-8,203010426521,3999,0,0
123245-8,203010426521,3999,0,0
123134-8,203039232516,6999,0,0
123136-7,203039232516,6999,0,0
123133-7,203039232516,6999,0,0
SW19324-15,203039209927,9999.75,0,0
SW19323-15,203039209927,9999.75,0,0
123343-7,203039232513,5999,0,0
123338-10,203039231872,7999,0,0
123337-7,203039231483,5999,0,0
123078-10,203039231484,7999,0,0
123210-8,203039208868,3999.75,0,0
123208-8,203039208868,3999.75,0,0
123290-10,203039208871,8999.75,0,0
122015-10,203039201545,14999.75,0,0
1621326-17,203039194347,7999.75,0,0
1621325-17,203039194347,7999.75,0,0
IW1707-7,203039188102,2299.75,0,0
1123044-1,203039160306,1299.75,0,0
1123043-1,203039233028,1499,0,0
T21008-3,203039223906,2999.75,0,0
T21171-1,203039223908,2999.75,0,0
T21172-1,203039223908,2999.75,0,0
123263-10,203039232124,7999,0,0
123262-10,203039232123,7999,0,0
123264-10,203039232125,7999,0,0
123298-10,203039233036,9999,0,0
123321-16,203039233034,18999,0,0
923016-2,203039233033,1799,0,0
923015-2,203039233032,1799,0,0
923012-2,203039233031,1799,0,0
923011-2,203039233030,1799,0,0
1123042-1,203039233029,1499,0,0
1123041-1,203039233028,1499,0,0
T16169-1,203039223913,1999.75,0,0
T15163-1,203039223913,1999.75,0,0
T16233-1,203039170820,999.75,0,0
1123036-2,203039208866,3999.75,0,0
1123035-2,203039208866,3999.75,0,0
T1894-2,203039219583,7999.75,0,0
1123052-1,203039219583,7999.75,0,0
1123051-1,203039231320,8999,0,0
1322080-8,203010426519,2299,0,0
O1803-1,203010423177,299.75,0,0
O20025-1,203010423177,299.75,0,0
O20028-1,203010423177,299.75,0,0
O20027-1,203010423177,299.75,0,0
O20021-1,203010423177,299.75,0,0
O20020-1,203010423177,299.75,0,0
SW22047-25,203039227040,12999,0,0
123049-20,203039226633,22999.75,0,0
1223025-2,203039208864,2299.75,0,0
1223024-2,203039194875,2499.75,0,0
123080-13,203039232518,7999,0,0
122016-10,203039220456,14999.75,0,0
123278-8,203039230216,4999,0,0
5021140-16S,203038297887,11950,0,0
D20062-5,203039223723,6999.75,0,0
1175385-10,203039142116,6499.88,0,0
C1726-7,203039160215,6999.75,0,0
SD20038-13,203039211091,19999.75,0,0
M1723-19,203039112647,7999.75,0,0
C1820-6WH,203039170815,1999.75,0,0
822019-20,203039129015,6999.75,0,0
822008-15,203039214053,4799.75,0,0
O20031-1,203010423177,299.75,0,0
O20026-1,203010423177,299.75,0,0
O20023-1,203010423177,299.75,0,0
O20022-1,203010423177,299.75,0,0
O1827-1,203010423177,299.75,0,0
123100-3,203039232067,2799,0,0
123099-3,203039232066,2799,0,0
123077-3,203039232064,2799,0,0
123076-3,203039232063,2799,0,0
123075-3,203039232062,2799,0,0
123342-7,203039232515,5999,0,0
123341-10,203039232514,7999,0,0
123340-7,203039232513,5999,0,0
122030-11,203039232518,7999,0,0
123079-10,203039232516,6999,0,0
1123040-1,203039232522,1499,0,0
1123039-1,203039232521,2299,0,0
1123038-1,203039232520,2999,0,0
1123037-1,203039232519,2499,0,0
923009-3,203039232511,3999,0,0
923008-3,203039232510,3999,0,0
RD15248-8,203039232451,4997.5,0,0
1505419-23M,203039201552,8999.88,0,0
123110-7,203039208870,6999.75,0,0
123112-7,203039208870,6999.75,0,0
T1549-4,203039186019,6499.88,0,0
T1546-4,203039179943,4800,0,0
123018-20,203039209746,14999.75,0,0
RD16407-13,203039186092,4999.88,0,0
501745-14,203039129016,3999.75,0,0
D18197-22,203039201553,11499.88,0,0
D16409-10,203039123022,5499.88,0,0
T19162-1,203039222020,3299.75,0,0
C22003-3,203039230779,3999,0,0
C22002-4,203039230778,3999,0,0
W16495-6,203039232460,4499.88,0,0
RW16333-6,203039232459,4499.88,0,0
W15232-11,203039227327,2999,0,0
T1957-1,203039153029,3500,0,0
T1698-1,203039119393,2400,0,0
123062-4,203039231876,2799,0,0
123060-4,203039231876,2799,0,0
C1908-2,203039208856,999.75,0,0
123233-10,203039230219,4999,0,0
123108-10,203039226637,12999.75,0,0
123255-10,203039208874,7999.75,0,0
123195-8,203039226638,5999.75,0,0
123193-8,203039226638,5999.75,0,0
123235-8,203039226639,5999.75,0,0
123237-8,203039226638,5999.75,0,0
123006-18,203039209746,14999.75,0,0
123103-8,203039208870,6999.75,0,0
123101-8,203039208870,6999.75,0,0
123236-10,203039230219,4999,0,0
D20094-23,203039211091,19999.75,0,0
D20093-23,203039211090,19999.75,0,0
123204-8,203010426521,3999,0,0
123202-8,203010426521,3999,0,0
D19123-12,203039208873,9999.75,0,0
D19120-9,203039208872,7999.75,0,0
D19130-8,203039208869,3999.75,0,0
D19118-8,203039208868,3999.75,0,0
123094-3,203039231878,2799,0,0
123093-3,203039231877,2799,0,0
123092-3,203039231876,2799,0,0
123023-20,203039226634,22999.75,0,0
123139-10,203039201972,10999.75,0,0
123138-10,203039220523,9999.75,0,0
123065-4,203039231876,2799,0,0
123063-4,203039231876,2799,0,0
123044-20,203039226635,22999.75,0,0
123143-17,203039226640,17999.75,0,0
123279-12,203039220525,9999.75,0,0
123128-12,203039220525,9999.75,0,0
123051-20,203039226633,22999.75,0,0
123053-20,203039226633,22999.75,0,0
123038-20,203039226635,22999.75,0,0
123029-20,203039226635,22999.75,0,0
123125-12,203039226637,12999.75,0,0
123007-18,203039209746,14999.75,0,0
123168-8,203039226638,5999.75,0,0
123167-10,203039197339,7999.75,0,0
123166-8,203039226638,5999.75,0,0
123131-6,203039226638,5999.75,0,0
123130-6,203039226638,5999.75,0,0
123129-6,203039226638,5999.75,0,0
123180-8,203010426521,3999,0,0
123178-8,203010426521,3999,0,0
123102-10,203039226637,12999.75,0,0
123105-10,203039226637,12999.75,0,0
123254-10,203039208872,7999.75,0,0
123121-7,203039197338,6999.75,0,0
123119-7,203039197338,6999.75,0,0
1322106-8,203010426518,2299,0,0
C1838-5,203039194431,9999.75,0,0
1322074-8,203010426517,2299,0,0
1322073-8,203010426517,2299,0,0
1322093-9,203010426520,2799,0,0
1322008-9,203010426520,2799,0,0
T16300-2BK,203039222021,3299.75,0,0
O1843-1,203010426520,2799,0,0
123199-8,203010426521,3999,0,0
123201-8,203010426521,3999,0,0
123207-8,203010426521,3999,0,0
123205-8,203010426521,3999,0,0
123222-8,203010426521,3999,0,0
123220-8,203010426521,3999,0,0
123200-10,203039230219,4999,0,0
RW16330-10,203039193623,3999.75,0,0
M1723-12,203039160230,3999.75,0,0
RD15253-8,203039181433,4999.88,0,0
RD15243-12,203039181428,6499.88,0,0
707212-1WH,203039179705,1499.88,0,0
123165-8,203039226638,5999.75,0,0
123164-10,203039197339,7999.75,0,0
123163-8,203039226638,5999.75,0,0
SW21716-12,203039227741,3999,0,0
1621647-12,203039223720,6999.75,0,0
D20023-5,203039226638,5999.75,0,0
5021142-11,203038240670,9475,0,0
T1936-1,203039209195,249.75,0,0
O1802-1,203010423177,299.75,0,0
T21059-1,203039223918,499.75,0,0
T18205-1,203039194429,499.75,0,0
C1515-2,203039156933,500,0,0
T15295-1,203039102800,679.75,0,0
T1688-1,203039117902,779.85,0,0
R1922-2ASH,203039214059,799.75,0,0
R1921-2,203039214054,799.75,0,0
T18140-1,203039189956,799.75,0,0
T16328-1BK,203039136566,899.88,0,0
1206243-3,203039155591,900,0,0
T1812-1,203039170820,999.75,0,0
C1731-1,203039160222,999.75,0,0
T16200-1,203039135018,1199.75,0,0
W16271-6,203039123107,1200,0,0
C1854-1,203039194440,1299.75,0,0
C1848-2,203039194438,1299.75,0,0
C1808-3,203039170810,1299.75,0,0
C1806-3,203039170808,1299.75,0,0
T16144-1,203039112638,1399.75,0,0
T16196-1,203039126460,1399.88,0,0
T16227-1,203039126458,1399.88,0,0
W19295-6,203039219800,1499.75,0,0
1205517-7,203039155853,1500,0,0
T16315-1BK,203039136570,1599.75,0,0
M1648-12,203039123115,1649.88,0,0
T20067-1,203039223087,1799.75,0,0
TS1993-1,203039200543,1799.75,0,0
T1908-1,203039195819,1999.75,0,0
C1824-4,203039181923,1999.75,0,0
C1830-5,203039170814,1999.75,0,0
C1829-4,203039170811,1999.75,0,0
T16301-1BK,203039132340,1999.75,0,0
T16309-2WH,203039132349,1999.88,0,0
M1603-13,203039106348,1999.88,0,0
T18226-1,203039225195,2000,0,0
T1803-2,203039179933,2999.75,0,0
T20068-1,203039223088,2299.75,0,0
T21017-1,203039222025,2299.75,0,0
T21016-1,203039222024,2299.75,0,0
T21015-1,203039222023,2299.75,0,0
T21014-1,203039222022,2299.75,0,0
W18115-6,203039188102,2299.75,0,0
C1813-6,203039170816,2299.75,0,0
C1812-6WH,203039170805,2299.75,0,0
C1812-6BK,203039170804,2299.75,0,0
C1815-6DB,203039170803,2299.75,0,0
C1816-6,203039170802,2299.75,0,0
T1695-1,203039119389,2400,0,0
T18181-3,203039194875,2499.75,0,0
T1870-2,203039170825,2499.75,0,0
M1501-10,203038334761,2499.75,0,0
T1733-2,203039160310,2500,0,0
T1527-2,203039117892,2600,0,0
C1919-5,203039217821,2799.75,0,0
T19117-3,203039208862,2799.75,0,0
T18187-3,203039194872,2799.75,0,0
T18186-3,203039194870,2799.75,0,0
T21048-1,203039223912,2999.75,0,0
T21047-1,203039223911,2999.75,0,0
T21041-1,203039223907,2999.75,0,0
T21024-1,203039223903,2999.75,0,0
TS21027-1,203039223902,2999.75,0,0
T18185-2,203039194879,2999.75,0,0
C1583-6,203039156938,2999.75,0,0
RW16314-6,203039155673,3000,0,0
T1832-1,203039179940,3200,0,0
T19116-4,203039208861,3299.75,0,0
T1805-1,203039179935,3359.83,0,0
T16321-2WH,203039136582,3499.75,0,0
C1822-9,203039181921,3799.75,0,0
M1701-19,203039162050,3800,0,0
RW16329-11,203039126453,3900,0,0
123156-8,203039231485,5999,0,0
123154-8,203039231483,5999,0,0
T21051-1,203039223909,3999.75,0,0
T1975-2,203039210983,3999.75,0,0
TS19128-2,203039210980,3999.75,0,0
T18184-3,203039194878,3999.75,0,0
T18188-3,203039194874,3999.75,0,0
C1828-11,203039170801,3999.75,0,0
703195-4R,203038310296,4000,0,0
R1940-4,203039219541,4299.75,0,0
M1946-19,203039214052,4299.75,0,0
W18369-10,203039195067,4299.75,0,0
T18183-5,203039194877,4599.75,0,0
M1944-21,203039214051,4799.75,0,0
123155-10,203039231484,7999,0,0
122012-8,203039230218,4999,0,0
T16325-2WH,203039136579,4999.75,0,0
M1762-9,203010419895,4999.75,0,0
M1647-10,203039125835,5499.75,0,0
M1523-9,203039106343,5499.75,0,0
M1525-9,203039104684,5499.75,0,0
TS19132-2,203039229250,5999.75,0,0
TS19131-2,203039229249,5999.75,0,0
D20024-5,203039226639,5999.75,0,0
T1954-1,203039204155,5999.75,0,0
T1953-1,203039204154,5999.75,0,0
T1952-1,203039204153,5999.75,0,0
T1948-1,203039204149,5999.75,0,0
T1947-1,203039204148,5999.75,0,0
T1962-1,203039204146,5999.75,0,0
T1961-1,203039204145,5999.75,0,0
T1965-1,203039204144,5999.75,0,0
C1831-7,203039186973,5999.75,0,0
C1826-1,203039179924,5999.75,0,0
T1843-1,203039190256,5999.85,0,0
T19136-1,203039229254,6299.75,0,0
T19134-1,203039229252,6299.75,0,0
T19135-1,203039229253,6999.75,0,0
D20060-5,203039223721,6999.75,0,0
D20059-5,203039223720,6999.75,0,0
T18113-3WH,203039186990,6999.75,0,0
RD16402-12,203039212021,7500,0,0
T1842-1,203039179939,7799.85,0,0
T19143-7,203039219583,7999.75,0,0
C1721-13,203039160205,7999.75,0,0
RM1545-10,203038297887,8000,0,0
122023-4,203039231320,8999,0,0
122021-4,203039231319,8999,0,0
122022-4,203039231318,8999,0,0
D16629-6,203039142125,8999.75,0,0
D16628-6,203039142124,8999.75,0,0
D20007-4,203039226642,9999.75,0,0
D1996-12,203039220526,9999.75,0,0
D1983-12,203039220525,9999.75,0,0
D1990-12,203039220523,9999.75,0,0
C1840-12,203039194432,9999.75,0,0
M1756-29,203039160226,10999.75,0,0
5021126-10,203039146364,12000,0,0
122052-15,203039231324,12999,0,0
122051-15,203039231323,12999,0,0
D21030-12,203039226631,12999.75,0,0
D20043-10,203039223730,12999.75,0,0
D20065-10,203039223729,12999.75,0,0
D20064-10,203039223728,12999.75,0,0
D1925-8,203039211087,12999.75,0,0
D1924-8,203039211086,12999.75,0,0
T1963-3,203039204143,12999.75,0,0
D1971-10,203039220456,14999.75,0,0
D20056-13,203039223724,17999.75,0,0
D1923-13,203039211085,17999.75,0,0
D1922-13,203039211084,17999.75,0,0
D18192-12,203039201549,17999.75,0,0
D17173-17,203039161050,18995,0,0
D1936-13,203039211091,19999.75,0,0
D1932-10,203039211089,19999.75,0,0
D18199-13,203039201548,19999.75,0,0
D18198-13,203039201547,19999.75,0,0
122027-13,203039231322,22999,0,0
122026-13,203039231321,22999,0,0
D21036-20,203039226633,22999.75,0,0
D21035-20,203039226632,22999.75,0,0
D19127-16,203039211430,22999.75,0,0
D20071-17,203039223734,24999.75,0,0
D1981-15,203039220457,24999.75,0,0
M1807-30,203039181920,38999.75,0,0
123174-8,203010426521,3999,0,0
123173-10,203039230219,4999,0,0
123172-8,203010426521,3999,0,0
D1943-10,203039209747,9999.75,0,0
123253-10,203039227043,4999,0,0
123159-8,203039226638,5999.75,0,0
123158-10,203039197339,7999.75,0,0
123157-8,203039226638,5999.75,0,0
T1960-1,203039204140,3999.75,0,0
T1959-1,203039204139,3999.75,0,0
T1958-1,203039204138,3999.75,0,0
T1951-1,203039204152,5999.75,0,0
T1950-1,203039204151,5999.75,0,0
T1949-1,203039204150,5999.75,0,0
123177-8,203039226638,5999.75,0,0
123176-10,203039197339,7999.75,0,0
123175-8,203039226638,5999.75,0,0
122025-4,203039226630,8999.75,0,0
122024-4,203039226630,8999.75,0,0
123025-21,203039226634,22999.75,0,0
123198-8,203039223842,3999.75,0,0
123196-8,203039223842,3999.75,0,0
123171-8,203039223842,3999.75,0,0
123170-10,203039230217,4999,0,0
123169-8,203039223842,3999.75,0,0
T18236-1,203039136567,899.88,0,0
T18235-1,203039136567,899.88,0,0
1122008-1,203039223908,2999.75,0,0
1122007-1,203039223908,2999.75,0,0
T1847-2,203039179934,2659.83,0,0
T18165-2BK,203039193609,3299.75,0,0
123251-10,203039197339,7999.75,0,0
123186-8,203039226638,5999.75,0,0
123185-10,203039197339,7999.75,0,0
123184-8,203039226638,5999.75,0,0
T1867-4,203039204141,5999.75,0,0
822021-20,203039129015,6999.75,0,0
T21006-2,203039194876,2999.75,0,0
T21003-2,203039208864,2299.75,0,0
SW22125-12,203039219807,3999,0,0
SW22126-12,203039219807,3999,0,0
RT15341-3,203039179718,3999.88,0,0
C1834-6,203039186976,3999.75,0,0
SC1701-10,203039186972,4999.75,0,0
123041-20,203039226633,22999.75,0,0
C1912-4,203039208858,2799.75,0,0
SW22050-25,203039227040,12999,0,0
SW22049-25,203039227040,12999,0,0
M1802-7,203039228068,6999,0,0
RW16318-6,203039227032,1499,0,0
T1955-2,203039179938,8000,0,0
T16202-1,203039135016,1399.88,0,0
T16110-1,203039224023,499.75,0,0
T16112-1,203039223964,799.75,0,0
T18217-1,203039223964,799.75,0,0
TS19107-1,203039223086,2299.75,0,0
D17181-10,203039181428,6499.88,0,0
T18176-2BK,203039193608,1499.88,0,0
T18175-2WH,203039193608,1499.88,0,0
T18163-1BK,203039193608,1499.88,0,0
T18162-1WH,203039193606,999.88,0,0
T18127-1,203039189958,1399.88,0,0
T18125-1,203039195821,1399.88,0,0
T18110-1WH,203039186996,1149.88,0,0
T18110-1BK,203039186995,1149.88,0,0
T18109-1BK,203039186993,749.88,0,0
T1808-2CG,203039186021,6499.88,0,0
T1807-6,203039186092,4999.88,0,0
T1806-13,203039179717,7499.88,0,0
T1676-2,203039194421,1649.88,0,0
T1675-2,203039194421,1649.88,0,0
T1674-2,203039194421,1649.88,0,0
T1672-2,203039194421,1649.88,0,0
T1670-2,203039194421,1649.88,0,0
T16330-1BK,203039136564,899.88,0,0
T16329-1BK,203039136568,899.88,0,0
T16327-1BK,203039136564,899.88,0,0
T16326-1WH,203039136564,899.88,0,0
T16326-1BK,203039136564,899.88,0,0
T16318-2WH,203039195821,1399.88,0,0
T16318-2BK,203039195821,1399.88,0,0
T16143-1,203039112637,899.88,0,0
T1579-2,203039195821,1399.88,0,0
T1578-2,203039195821,1399.88,0,0
T1577-1,203039195821,1399.88,0,0
T1576-1,203039195821,1399.88,0,0
T1542-5,203039186092,4999.88,0,0
T1541-4,203039179718,3999.88,0,0
T1524-1,203039117891,2499.88,0,0
T1522-2,203039117891,2499.88,0,0
T1518-1,203038323291,124.88,0,0
T1517-1,203038323291,124.88,0,0
T1516-1,203038323292,149.88,0,0
T1515-1,203038323290,149.88,0,0
RW16328-6,203039188104,1149.88,0,0
D1892-9,203039186089,7499.88,0,0
D1798-6BL,203039181433,4999.88,0,0
D16616-10,203039181427,6499.88,0,0
D16456-6N,203039161052,3997.5,0,0
D16397-13,203039121863,7497.5,0,0
D16375-6,203039123031,1000,0,0
D16374-6,203039123031,1000,0,0
D16373-6,203039123031,1000,0,0
C1725-6,203039160213,2799.83,0,0
C1722-7BK,203039160218,2799.83,0,0
C1716-5,203039160214,2309.83,0,0
C1649-3,203039193605,999.88,0,0
C1647-3,203039193605,999.88,0,0
C1644-3,203039193605,999.88,0,0
C1643-3,203039193605,999.88,0,0
C1641-3,203039193605,999.88,0,0
C1640-3,203039193605,999.88,0,0
713192-1BBL,203039194430,299.75,0,0
711150-2TY,203039194423,2149.88,0,0
703165-2,203039186981,2499.88,0,0
703164-2,203039186981,2499.88,0,0
703163-2,203039186981,2499.88,0,0
5021141-14S,203038319745,11475,0,0
1621389-5,203039188104,1149.88,0,0
W19276-8,203039188117,3499.88,0,0
W19265-10,203039188119,4999.88,0,0
W18297-8,203039193997,1499.88,0,0
W18296-8,203039193997,1499.88,0,0
W18277-10,203039179950,1899.88,0,0
W18274-10,203039179950,1899.88,0,0
W18257-10,203039193632,1999.88,0,0
W18255-10N,203039193632,1999.88,0,0
W18255-10,203039193632,1999.88,0,0
W18254-10N,203039193632,1999.88,0,0
W18254-10,203039193632,1999.88,0,0
W18166-17,203039188113,5999.88,0,0
W18164-14,203039188120,4999.88,0,0
W18163-14,203039188119,4999.88,0,0
W18161-11,203039188117,3499.88,0,0
W18158-11,203039188114,3499.88,0,0
W17235-8,203039162707,4799.85,0,0
W17180-8,203039154160,1499.88,0,0
W17179-8,203039154160,1499.88,0,0
W15315-4,203039228411,899,0,0
W15314-4,203039228411,899,0,0
TS1932-4,203039195818,2309.83,0,0
TS18180-1WH,203039186997,1499.88,0,0
TS18180-1BK,203039186997,1499.88,0,0
TS18136-1,203039189966,1399.88,0,0
T1991-1,203039179711,1259.83,0,0
T1990-1,203039179711,1259.83,0,0
T1989-1,203039179711,1259.83,0,0
T1988-1,203039179711,1259.83,0,0
T1987-1,203039179711,1259.83,0,0
T1986-1,203039179711,1259.83,0,0
T1985-1,203039200540,909.83,0,0
T1984-1,203039200540,909.83,0,0
T1983-1,203039200540,909.83,0,0
T1982-1,203039200540,909.83,0,0
T1981-1,203039200540,909.83,0,0
T1980-1,203039200540,909.83,0,0
T1972-2,203039201664,2799.83,0,0
T1935-1,203039209194,279.83,0,0
T1934-1,203039209193,279.83,0,0
T1929-1,203039195815,1609.83,0,0
T1916-1,203039194427,1609.83,0,0
T1913-1,203039194424,2099.83,0,0
T1863-1N,203039195826,999.88,0,0
T1863-1,203039195826,999.88,0,0
T1860-1BK,203039178458,1249.88,0,0
T1859-2WH,203039179705,1499.88,0,0
T1859-2BK,203039179705,1499.88,0,0
T1856-2BK,203039179705,1499.88,0,0
T1852-2,203039170817,1999.88,0,0
T18228-1,203039195826,999.88,0,0
T18179-1WH,203039193608,1499.88,0,0
T18178-2WH,203039193608,1499.88,0,0
T18178-2BK,203039193608,1499.88,0,0
1086028-10WH,203039212020,4500,0,0
1086027-10WH,203039212020,4500,0,0
1086027-10BK,203039212020,4500,0,0
0374271-4,203039193605,999.88,0,0
0374270-4,203039193605,999.88,0,0
T16313-1WH,203039210982,1999.75,0,0
1122006-2,203039226934,3999,0,0
T19140-4,203039219776,3299.75,0,0
T21052-1,203039223917,499.75,0,0
T21054-1,203039223917,499.75,0,0
T21067-1,203039223919,699.75,0,0
C1722-7,203039160218,2799.83,0,0
C1825-7,203039186972,4999.75,0,0
T21050-1,203039223908,2999.75,0,0
T1856-2WH,203039179705,1499.88,0,0
T21138-1,203039224026,199.75,0,0
T15227-1,203039132357,499.88,0,0
1322100-10,203010426523,3999,0,0
1322097-10,203010426521,3999,0,0
1322087-8,203010426519,2299,0,0
1322086-8,203010426518,2299,0,0
1322085-8,203010426517,2299,0,0
1322084-8,203010426516,2299,0,0
1322078-8,203010426515,2299,0,0
1322077-8,203010426514,2299,0,0
1322075-8,203010426512,2299,0,0
1322072-8,203010426511,2299,0,0
1322071-8,203010426510,2299,0,0
1174827-13,203039179936,9000,0,0
1322051-8,203039230236,2299,0,0
1322050-8,203039230235,2299,0,0
1322049-8,203039230235,2299,0,0
1322045-8,203039230231,2299,0,0
1322044-8,203039230230,2299,0,0
1322043-8,203039230229,2299,0,0
1322048-8,203039230234,2299,0,0
1322047-8,203039230233,2299,0,0
1322046-8,203039230232,2299,0,0
W21738-12,203039227747,3999,0,0
W21002-10,203039226112,2799.75,0,0
D17215-6,203039161039,2499.88,0,0
T21025-2,203039223904,4799.75,0,0
TS1917-1,203039200542,2099.83,0,0
522003-6,203039170806,1999.75,0,0
M22002-5,203039208856,999.75,0,0
T18175-2BK,203039160309,2000,0,0
T18168-1BK,203039132351,1399.88,0,0
T1644-1,203039223905,2999.75,0,0
D1960-12,203039211435,9999.75,0,0
D1958-12,203039211433,9999.75,0,0
D17222-6,203039161040,4999.75,0,0
W21011-6,203039226113,1499.75,0,0
122013-8,203039230219,4999,0,0
122005-8,203039230216,4999,0,0
M21001-6,203039226080,3999.75,0,0
W21609-4N,203039228411,899,0,0
W21608-4N,203039228410,899,0,0
W21607-4N,203039228409,899,0,0
T21061-1,203039223964,799.75,0,0
T21057-1,203039223917,499.75,0,0
T21119-1,203039223922,799.75,0,0
D21025-10,203039226628,8999.75,0,0
SW22087-12,203039223723,6999.75,0,0
M1854-27,203039202881,10999.75,0,0
D1992-12,203039220524,9999.75,0,0
T21131-1,203039194430,299.75,0,0
T21049-1,203039223908,2999.75,0,0
T1523-1,203039153029,3500,0,0
T1697-1,203039119391,2400,0,0
T16313-1BK,203039132352,999.88,0,0
703157-5,203039198203,6000,0,0
T21046-1,203039223910,2999.75,0,0
T21040-1,203039223906,2999.75,0,0
T21026-2,203039223905,2999.75,0,0
O21002-1,203039223914,1499.75,0,0
O21001-1,203039223913,1999.75,0,0
M1854-22,203039202880,9999.75,0,0
D21063-7G,203039226636,5999.75,0,0
D21035-20G,203039226632,22999.75,0,0
D21014-10G,203039223843,8999.75,0,0
D21018-12,203039223847,8999.75,0,0
D21016-10,203039223845,8999.75,0,0
D21019-7,203039223848,4999.75,0,0
D21017-7,203039226636,5999.75,0,0
T21145-1,203039194430,299.75,0,0
T21144-1,203039194430,299.75,0,0
T18215-1,203039223917,499.75,0,0
T20074-1,203039223695,1999.75,0,0
522002-6,203039170806,1999.75,0,0
D20041-6,203039217819,2999.75,0,0
D20040-8,203039217818,4999.75,0,0
D20039-6,203039217817,2999.75,0,0
W21419-8,203039227729,2799,0,0
W21418-8,203039227728,2799,0,0
W21407-8,203039227725,2799,0,0
W21406-8,203039227724,2799,0,0
W21393-8,203039227727,2799,0,0
W21392-8,203039227726,2799,0,0
W21388-8,203039227721,2799,0,0
W21379-8,203039227718,2799,0,0
W21377-8,203039227716,2799,0,0
W21375-8,203039227731,2799,0,0
W21361-8,203039227712,2799,0,0
W21353-8,203039227715,2799,0,0
W21435-8,203039227751,2999,0,0
W21434-8,203039227750,2999,0,0
W21431-8,203039227749,2999,0,0
122004-10,203039230982,8999,0,0
122002-10,203039230981,8999,0,0
122003-15,203039230980,12999,0,0
122001-15,203039230979,12999,0,0
T21114-1,203039223917,499.75,0,0
T21115-1,203039223917,499.75,0,0
T21123-1,203039223917,499.75,0,0
T18218-1,203039223964,799.75,0,0
T18216-1,203039214061,699.75,0,0
709115-1,203039160309,2000,0,0
709116-1,203039160309,2000,0,0
W21466-4,203039228411,899,0,0
W21465-4,203039228411,899,0,0
W21464-4,203039228411,899,0,0
W21463-4,203039228411,899,0,0
T21084-2,203039223916,2299.75,0,0
T21083-1,203039223914,1499.75,0,0
T21082-1,203039223914,1499.75,0,0
T21081-1,203039223914,1499.75,0,0
T15306-1,203039153024,500,0,0
T15305-1,203039153024,500,0,0
SW21527-8,203039227748,2999,0,0
SW21175-8,203039227719,2799,0,0
D18281-5,203039208869,3999.75,0,0
D18280-5,203039208868,3999.75,0,0
122032-5,203039208869,3999.75,0,0
122031-5,203039208868,3999.75,0,0
522001-4,203039208857,2799.75,0,0
