id,Product/Name,Partner Store,Location/Full Location Name,Quantity
,14102-1-804,Dominga Warehouse,DOM/Stock/Pull-out Area,9.00
,F1658-2,Dominga Warehouse,DOM/Stock/Pull-out Area,4.00
,F1688-3,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,14137-1-805,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,T1944-1GR,Dominga Warehouse,DOM/Stock/Pull-out Area,5.00
,T1944-1TE2,Dominga Warehouse,DOM/Stock/Pull-out Area,11.00
,W21023-11,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,5021050-9CR,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,511849-8,Dominga Warehouse,DOM/Stock/Pull-out Area,4.00
,M1771-13,Dominga Warehouse,DOM/Stock/Pull-out Area,5.00
,502784-13,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,502837-16,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,501334-4,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,501250-4,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,501224-4,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,501339-4,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,501266-4,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,501232-4,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,1622015-8,Dominga Warehouse,DOM/Stock/Pull-out Area,2.00
,0422551-4,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,0422552-4,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,1675563-4,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,1675566-4,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,0552954-5,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,W19331-8,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,W19330-8,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,T15129-1,Dominga Warehouse,DOM/Stock/Pull-out Area,2.00
,O1843-1,Dominga Warehouse,DOM/Stock/Pull-out Area,4.00
,T18212-1BL,Dominga Warehouse,DOM/Stock/Pull-out Area,6.00
,T18214-1BL,Dominga Warehouse,DOM/Stock/Pull-out Area,6.00
,T18210-1PK,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,TS18164-1WH,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,TS18164-1BK,Dominga Warehouse,DOM/Stock/Pull-out Area,3.00
,06022-1-801,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,09111-1-801,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,09340-140,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,09306-1-801,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,T16127-1,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,T15184-1,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,T16159-1,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,T16160-1,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,29021-400,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,LT20040-1,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,LTS20029-1,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,RM250,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,173034-2,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,T15218-1,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,09066-1-704,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,G1902,Dominga Warehouse,DOM/Stock/Pull-out Area,2.00
,G1907,Dominga Warehouse,DOM/Stock/Pull-out Area,8.00
,CHM02,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,CHM19,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,X19404-1,Dominga Warehouse,DOM/Stock/Pull-out Area,11.00
,G1903,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,CCF001,Dominga Warehouse,DOM/Stock/Pull-out Area,23.00
,G1904,Dominga Warehouse,DOM/Stock/Pull-out Area,4.00
,G1905,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,14315-200,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,X17554-1,Dominga Warehouse,DOM/Stock/Pull-out Area,2.00
,X1985-1,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,X19226-1,Dominga Warehouse,DOM/Stock/Pull-out Area,2.00
,X1988-1,Dominga Warehouse,DOM/Stock/Pull-out Area,2.00
,W21024-11,Dominga Warehouse,DOM/Stock/Pull-out Area,2.00
,W1509-14,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,705018-8,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,710125-1-83,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,T15309-2,Dominga Warehouse,DOM/Stock/Pull-out Area,2.00
,15009-2-202,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,13021-501,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,LX20334-1,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,LX191022-1,Dominga Warehouse,DOM/Stock/Pull-out Area,12.00
,LX191018-1,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,Tin Can,Dominga Warehouse,DOM/Stock/Pull-out Area,2.00
,X20073-1,,K2/Stock,15.00
,X21050-1,,K2/Stock,40.00
,X21164-1,,K2/Stock,-10.00
,X17746-1,,K2/Stock,60.00
,X19243-1,,K2/Stock,11.00
,X19265-1,,K2/Stock,3.00
,X16493-1,,K2/Stock,36.00
,622035-3,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,622036-3,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,622037-3,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,622039-3,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,622040-4,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,622042-5,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,622043-5,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,622044-5,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,622045-5,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,622030-2,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,622031-2,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,622033-5,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,622034-2,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,622046-2,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,622047-2,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,622048-2,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,622038-3,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,T1984-1,Dominga Warehouse,DOM/Stock/Pull-out Area,3.00
,T1985-1,Dominga Warehouse,DOM/Stock/Pull-out Area,2.00
,T18173-1BK,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,T21038-2,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,T18170-2BK,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,T18172-1BK,Dominga Warehouse,DOM/Stock/Pull-out Area,2.00
,T1872-1,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,X21019-1,,K2/Packing Zone,12.00
,X21023-1,,K2/Packing Zone,32.00
,W19274-8,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,X21142-2A,Dominga Warehouse,DOM/Stock/Pull-out Area,15.00
,M1768-12,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,X21163-1,,K2/Packing Zone,12.00
,X21018-1,,K2/Stock,45.00
,X21022-1,,K2/Stock,61.00
,X21019-1,,K2/Stock,17.00
,X21036-1,,K2/Stock,2.00
,X16108-1,,K2/Stock,100.00
,X16439-1,,K2/Stock,86.00
,X17625-1,,K2/Stock,68.00
,X19144-1,,K2/Stock,92.00
,X21037-1,,K2/Stock,36.00
,X21105-1,,K2/Stock,10.00
,X21088-1,,K2/Stock,120.00
,X21107-1,,K2/Stock,6.00
,IX19203-1,,K2/Stock,31.00
,T18197-2,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,LX20342-1,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,LX20344-1,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,LX20343-1,Dominga Warehouse,DOM/Stock/Pull-out Area,2.00
,LX20346-1,Dominga Warehouse,DOM/Stock/Pull-out Area,4.00
,W19131-8,Dominga Warehouse,DOM/Stock,0.00
,W1804-6,Dominga Warehouse,DOM/Stock,0.00
,D1679-9,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,D18221-5,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,D16515-7,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,0373891-12,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,0554020-7,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,W16321-16,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,0374105-12,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,W1801-11N,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
,W19216-16,Dominga Warehouse,DOM/Stock/Pull-out Area,1.00
